지번주소,HDBSCAN_cluster_without_noise,인구밀도,총 사업체수,반경 1km 이내 불법주정차 단속 수,토지면적,공시지가(원/면적),역과의최단거리,반경 1km 이내 주차장수,위도,경도
서울특별시 광진구 구의동  57-2,0,62794.7,8,12,144.5,4905000.0,555,88,37.5500935,127.09324
서울특별시 광진구 구의동  57-41,0,62794.7,8,12,158.3,4854000.0,526,87,37.5501326,127.0931166
서울특별시 광진구 구의동  612-11,0,21451.4,17,20,136.0,3392000.0,709,67,37.548504,127.0856262
서울특별시 광진구 구의동  612-12,0,21451.4,17,20,46.0,3392000.0,721,66,37.54840129999999,127.0856603
서울특별시 광진구 구의동  612-13,0,21451.4,17,20,95.0,3357000.0,625,66,37.54842420000001,127.0857311
서울특별시 광진구 구의동  612-14,0,21451.4,17,20,109.0,2883000.0,633,66,37.5483283,127.0858011
서울특별시 광진구 구의동  612-17,0,21451.4,17,20,102.0,3392000.0,643,64,37.5482357,127.0858261
서울특별시 광진구 구의동  612-18,0,21451.4,17,24,99.0,3787000.0,641,67,37.5482988,127.085922
서울특별시 광진구 구의동  612-19,0,21451.4,17,20,93.0,3424000.0,630,68,37.5483882,127.0858642
서울특별시 광진구 구의동  612-20,0,21451.4,17,20,99.0,3459000.0,614,69,37.5484634,127.085971
서울특별시 광진구 구의동  612-21,0,21451.4,17,20,149.0,3787000.0,636,69,37.5483841,127.0860223
서울특별시 광진구 구의동  612-22,0,21451.4,17,20,129.0,3862000.0,604,70,37.5484745,127.086098
서울특별시 광진구 구의동  612-23,0,21451.4,17,20,119.0,3787000.0,597,70,37.5485134,127.0861691
서울특별시 광진구 구의동  612-4,0,21451.4,17,20,93.0,3459000.0,629,69,37.5484952,127.0858091
서울특별시 광진구 구의동  613-21,0,39729.0,23,20,149.0,3853000.0,491,74,37.5488686,127.0874199
서울특별시 광진구 구의동  616-1,0,21451.4,17,22,289.0,4255000.0,564,72,37.5487354,127.0865748
서울특별시 광진구 구의동  616-5,0,21451.4,17,22,99.0,4014000.0,520,71,37.5487211,127.0867637
서울특별시 광진구 구의동  617-12,0,21451.4,17,20,112.0,3862000.0,615,64,37.5481373,127.0863707
서울특별시 광진구 구의동  617-13,0,21451.4,17,20,139.0,3459000.0,607,65,37.5481826,127.0864545
서울특별시 광진구 구의동  617-16,0,21451.4,17,20,142.0,3945000.0,650,68,37.5482692,127.0860832
서울특별시 광진구 구의동  617-17,0,21451.4,17,20,109.0,4023000.0,660,64,37.5481951,127.086136
서울특별시 광진구 구의동  617-26,0,21451.4,17,20,147.0,4135000.0,766,61,37.5480108,127.0857875
서울특별시 광진구 구의동  617-28,0,21451.4,17,20,112.0,3822000.0,676,61,37.5479294,127.0860391
서울특별시 광진구 구의동  617-29,0,21451.4,17,20,119.0,3822000.0,670,60,37.5478744,127.0860733
서울특별시 광진구 구의동  617-30,0,21451.4,17,20,136.0,3747000.0,662,60,37.54781860000001,127.0861202
서울특별시 광진구 구의동  617-5,0,21451.4,17,18,125.0,4212000.0,550,66,37.5483752,127.0867503
서울특별시 광진구 구의동  617-8,0,21451.4,17,18,126.0,3392000.0,596,66,37.5482182,127.086589
서울특별시 광진구 군자동  2-10,0,29431.2,34,32,204.6,5003000.0,466,86,37.5542167,127.0771856
서울특별시 광진구 군자동  2-11,0,29431.2,34,32,207.3,4758000.0,501,86,37.5542615,127.0770543
서울특별시 광진구 군자동  2-12,0,29431.2,34,32,440.3,4712000.0,449,88,37.5544445,127.0771529
서울특별시 광진구 군자동  2-13,0,29431.2,34,32,142.1,4899000.0,477,89,37.5545485,127.077048
서울특별시 광진구 군자동  2-14,0,29431.2,34,32,142.1,4712000.0,491,86,37.5544361,127.0769846
서울특별시 광진구 군자동  2-15,0,29431.2,34,32,206.0,4758000.0,506,85,37.5543062,127.0769249
서울특별시 광진구 군자동  2-16,0,29431.2,34,32,138.8,4758000.0,509,82,37.5543397,127.0767556
서울특별시 광진구 군자동  2-18,0,29431.2,34,32,153.0,4758000.0,487,84,37.5545334,127.0768352
서울특별시 광진구 군자동  2-19,0,29431.2,34,32,155.4,4899000.0,478,88,37.5546193,127.0768857
서울특별시 광진구 군자동  2-20,0,29431.2,34,32,317.7,4758000.0,521,85,37.5546486,127.0767038
서울특별시 광진구 군자동  2-21,0,29431.2,34,40,133.6,4575000.0,539,82,37.5545108,127.0766616
서울특별시 광진구 군자동  2-44,0,29431.2,34,32,214.9,4437000.0,501,84,37.5540689,127.0769426
서울특별시 광진구 군자동  2-45,0,29431.2,34,32,228.1,4622000.0,490,86,37.5540514,127.0770586
서울특별시 광진구 군자동  2-46,0,29431.2,34,32,279.7,4803000.0,478,85,37.5539889,127.0771786
서울특별시 광진구 군자동  2-47,0,29431.2,34,32,430.4,4850000.0,532,83,37.5538497,127.0770051
서울특별시 광진구 군자동  2-55,0,29431.2,34,32,203.3,4758000.0,556,80,37.5539307,127.0768537
서울특별시 광진구 군자동  2-8,0,29431.2,34,32,149.1,4955000.0,437,92,37.5544521,127.077326
서울특별시 광진구 군자동  2-9,0,29431.2,34,39,149.1,4812000.0,451,87,37.5543407,127.0772635
서울특별시 광진구 군자동  254,0,28183.0,20,33,230.7,4710000.0,398,75,37.551784,127.0756633
서울특별시 광진구 군자동  255,0,28183.0,20,30,209.6,4663000.0,415,76,37.5518279,127.075481
서울특별시 광진구 군자동  258,0,28183.0,20,30,369.9,4715000.0,361,77,37.5516462,127.0755892
서울특별시 광진구 군자동  260,0,28183.0,20,30,186.2,4441000.0,379,77,37.5517333,127.075416
서울특별시 광진구 군자동  265,0,28183.0,20,30,644.6,4715000.0,355,76,37.5515309,127.0758279
서울특별시 광진구 군자동  265-1,0,28183.0,20,30,270.1,4663000.0,376,76,37.551717,127.0759069
서울특별시 광진구 군자동  267,0,28183.0,20,30,303.6,4012000.0,387,75,37.5518307,127.0759739
서울특별시 광진구 군자동  27-14,0,29431.2,34,32,349.8,4869000.0,577,79,37.5533095,127.076214
서울특별시 광진구 군자동  27-15,0,29431.2,34,32,351.7,5020000.0,555,80,37.553121,127.0762822
서울특별시 광진구 군자동  27-16,0,29431.2,34,32,340.8,5020000.0,561,82,37.553161,127.0764545
서울특별시 광진구 군자동  27-17,0,29431.2,34,32,174.9,4819000.0,577,80,37.5533013,127.0764049
서울특별시 광진구 군자동  27-18,0,29431.2,34,32,353.7,5070000.0,600,80,37.5535395,127.0763198
서울특별시 광진구 군자동  27-20,0,29431.2,34,32,397.0,4869000.0,583,82,37.5534068,127.0766134
서울특별시 광진구 군자동  27-23,0,29431.2,34,32,183.4,4728000.0,537,80,37.55369049999999,127.0768419
서울특별시 광진구 군자동  27-27,0,29431.2,34,32,174.9,4819000.0,588,80,37.5533963,127.0763708
서울특별시 광진구 군자동  27-28,0,29431.2,34,32,183.0,4875000.0,525,81,37.5536281,127.0769642
서울특별시 광진구 군자동  27-7,0,29431.2,34,32,336.9,5070000.0,598,77,37.5534965,127.0761478
서울특별시 광진구 군자동  277,0,28183.0,20,30,307.0,4404000.0,463,71,37.5522743,127.0747357
서울특별시 광진구 군자동  278,0,28183.0,20,30,429.0,4710000.0,486,71,37.5523831,127.0753514
서울특별시 광진구 군자동  278-2,0,28183.0,20,30,430.0,4710000.0,468,72,37.5523405,127.0755559
서울특별시 광진구 군자동  280,0,28183.0,20,30,493.0,4804000.0,454,72,37.5521632,127.0750244
서울특별시 광진구 군자동  286,0,28183.0,20,30,344.0,4710000.0,503,70,37.5524082,127.0751652
서울특별시 광진구 군자동  288,0,28183.0,20,30,426.0,4856000.0,430,72,37.5520859,127.0754264
서울특별시 광진구 군자동  289,0,28183.0,20,30,420.0,4856000.0,490,72,37.55212830000001,127.0752421
서울특별시 광진구 군자동  290,0,28183.0,20,28,313.0,4404000.0,710,72,37.5520975,127.0747184
서울특별시 광진구 군자동  297,0,28183.0,20,30,347.0,4667000.0,434,72,37.5522577,127.0759238
서울특별시 광진구 군자동  298,0,28183.0,20,30,182.0,4667000.0,424,75,37.5520097,127.0759747
서울특별시 광진구 군자동  299,0,28183.0,20,30,317.0,4526000.0,438,75,37.5520527,127.0758215
서울특별시 광진구 군자동  299-1,0,28183.0,20,33,172.0,4710000.0,397,75,37.5519389,127.0757564
서울특별시 광진구 군자동  300,0,28183.0,20,30,301.0,4573000.0,450,74,37.5522844,127.0757448
서울특별시 광진구 군자동  303,0,28183.0,20,30,463.0,4856000.0,413,74,37.5520399,127.0756061
서울특별시 광진구 군자동  350-12,0,45009.4,15,14,99.0,5583000.0,814,61,37.5501083,127.0692222
서울특별시 광진구 군자동  350-13,0,45009.4,15,16,106.0,6118000.0,805,62,37.5500496,127.0693082
서울특별시 광진구 군자동  351-3,0,45009.4,15,14,102.0,5102000.0,800,60,37.5501922,127.0696992
서울특별시 광진구 군자동  351-4,0,45009.4,15,14,109.0,5102000.0,791,61,37.5501185,127.0696559
서울특별시 광진구 군자동  351-5,0,45009.4,15,14,109.0,5102000.0,782,62,37.5500434,127.0696134
서울특별시 광진구 군자동  351-6,0,45009.4,15,16,116.0,6058000.0,780,62,37.5499676,127.0695645
서울특별시 광진구 군자동  352-1,0,45009.4,15,18,106.0,5755000.0,812,63,37.5498645,127.0693934
서울특별시 광진구 군자동  352-2,0,45009.4,15,18,142.0,5755000.0,778,64,37.5498073,127.0695123
서울특별시 광진구 군자동  45-11,0,33305.5,46,34,417.9,4758000.0,416,92,37.5548465,127.0771972
서울특별시 광진구 군자동  45-12,0,33305.5,46,34,162.3,4945000.0,455,92,37.5546946,127.0772092
서울특별시 광진구 군자동  45-42,0,33305.5,46,34,267.9,4620000.0,491,90,37.5548392,127.0768427
서울특별시 광진구 군자동  470-13,0,36514.7,35,32,496.0,4741000.0,488,95,37.5563959,127.0765748
서울특별시 광진구 군자동  470-19,0,36514.7,35,32,281.0,4596000.0,389,99,37.5562939,127.0767869
서울특별시 광진구 군자동  475-2,0,33305.5,46,32,200.0,4460000.0,436,95,37.555876,127.076842
서울특별시 광진구 군자동  49-27,0,36514.7,35,32,122.3,4384000.0,522,91,37.5560326,127.0761885
서울특별시 광진구 군자동  49-29,0,36514.7,35,32,32.4,3678000.0,573,90,37.5559013,127.0761923
서울특별시 광진구 군자동  51-21,0,36514.7,35,34,304.0,4324000.0,479,90,37.555508,127.0766163
서울특별시 광진구 군자동  51-23,0,36514.7,35,34,238.0,4180000.0,482,90,37.5553873,127.0765337
서울특별시 광진구 군자동  51-3,0,36514.7,35,40,228.0,4259000.0,536,92,37.5560076,127.076342
서울특별시 광진구 군자동  51-4,0,36514.7,35,32,228.0,4259000.0,469,93,37.5559583,127.0764903
서울특별시 광진구 군자동  51-5,0,36514.7,35,32,56.0,3201000.0,540,92,37.5559094,127.0763405
서울특별시 광진구 군자동  51-8,0,36514.7,35,32,520.0,4324000.0,444,90,37.5558326,127.076586
서울특별시 광진구 군자동  52-2,0,36514.7,35,34,148.0,4305000.0,495,90,37.5554716,127.0764238
서울특별시 광진구 군자동  70-11,0,43006.3,41,34,313.0,4575000.0,511,84,37.5548266,127.0765017
서울특별시 광진구 군자동  74-1,0,45355.9,5,32,93.0,3503000.0,650,72,37.5536756,127.0751311
서울특별시 광진구 군자동  74-2,0,45355.9,5,32,93.0,3503000.0,613,73,37.55358200000001,127.0751743
서울특별시 광진구 군자동  83-1,0,33305.5,46,32,152.0,4460000.0,464,91,37.5556504,127.076786
서울특별시 광진구 군자동  88-36,0,28183.0,20,30,374.0,4819000.0,472,71,37.5525809,127.07576
서울특별시 광진구 군자동  88-37,0,28183.0,20,30,235.0,4819000.0,547,68,37.5526597,127.0754092
서울특별시 광진구 군자동  88-38,0,28183.0,20,30,347.0,3733000.0,473,69,37.5525205,127.0755385
서울특별시 광진구 군자동  88-39,0,28183.0,20,30,370.0,4819000.0,564,70,37.5526015,127.0752299
서울특별시 광진구 군자동  88-40,0,28183.0,20,30,354.0,4673000.0,456,73,37.5524387,127.0758142
서울특별시 광진구 군자동  88-43,0,28183.0,20,30,234.0,4819000.0,536,69,37.5526844,127.0755317
서울특별시 광진구 능동  135-10,0,42119.4,27,36,249.0,4385000.0,763,108,37.5522832,127.0821154
서울특별시 광진구 능동  135-13,0,42119.4,27,40,141.0,4615000.0,793,106,37.5525365,127.0816248
서울특별시 광진구 능동  135-17,0,42119.4,27,36,211.0,3990000.0,796,113,37.5525229,127.0821198
서울특별시 광진구 능동  135-23,0,42119.4,27,36,79.0,4035000.0,773,107,37.5523824,127.0819976
서울특별시 광진구 능동  135-3,0,42119.4,27,36,104.0,4385000.0,733,113,37.5523095,127.0824449
서울특별시 광진구 능동  135-8,0,42119.4,27,36,182.0,4427000.0,790,116,37.5526719,127.0820812
서울특별시 광진구 능동  152-1,0,35208.9,17,36,206.0,4627000.0,645,103,37.5532009,127.0801746
서울특별시 광진구 능동  153,0,35208.9,17,36,270.0,4906000.0,691,104,37.5531913,127.0803593
서울특별시 광진구 능동  156-1,0,39325.7,17,34,288.0,4685000.0,670,104,37.5532763,127.080776
서울특별시 광진구 능동  156-2,0,39325.7,17,36,311.0,4858000.0,683,103,37.55318159999999,127.0806719
서울특별시 광진구 능동  157,0,39325.7,17,32,221.0,4685000.0,655,104,37.5534027,127.0808224
서울특별시 광진구 능동  158,0,39325.7,17,40,165.0,3519000.0,653,104,37.5533633,127.0809639
서울특별시 광진구 능동  159,0,39325.7,17,32,50.0,3342000.0,647,106,37.5534453,127.0809254
서울특별시 광진구 능동  160,0,39325.7,17,32,208.0,4685000.0,638,108,37.5535439,127.0809183
서울특별시 광진구 능동  161,0,39325.7,17,32,323.0,4588000.0,620,115,37.5536444,127.0810826
서울특별시 광진구 능동  162,0,39325.7,17,32,69.0,3485000.0,614,116,37.5536642,127.0811802
서울특별시 광진구 능동  163-1,0,39325.7,17,32,53.0,3485000.0,649,118,37.5535923,127.0814457
서울특별시 광진구 능동  163-2,0,39325.7,17,32,311.0,3485000.0,663,114,37.5534763,127.0813919
서울특별시 광진구 능동  163-3,0,39325.7,17,32,129.0,3485000.0,623,112,37.5535248,127.0812653
서울특별시 광진구 능동  164,0,39325.7,17,32,492.0,3485000.0,686,109,37.5532958,127.0812711
서울특별시 광진구 능동  166-2,0,39325.7,17,32,301.0,4385000.0,703,107,37.553092,127.0813581
서울특별시 광진구 능동  166-5,0,39325.7,17,32,165.0,3376000.0,711,105,37.5530814,127.0811799
서울특별시 광진구 능동  167,0,39325.7,17,43,251.0,3554000.0,721,102,37.5530382,127.0808835
서울특별시 광진구 능동  168,0,39325.7,17,36,64.0,4483000.0,724,100,37.5529549,127.0808391
서울특별시 광진구 능동  169,0,39325.7,17,34,275.0,4483000.0,736,102,37.5529468,127.0810156
서울특별시 광진구 능동  170,0,39325.7,17,34,444.0,4707000.0,724,104,37.5529322,127.0812144
서울특별시 광진구 능동  171,0,39325.7,17,34,155.0,4483000.0,769,105,37.5527953,127.0811466
서울특별시 광진구 능동  173,0,39325.7,17,36,200.0,4710000.0,770,104,37.5526508,127.0814362
서울특별시 광진구 능동  176,0,44183.7,12,40,195.0,4385000.0,801,108,37.5527052,127.0817234
서울특별시 광진구 능동  177-10,0,39325.7,17,32,139.0,4427000.0,692,114,37.5531077,127.0816095
서울특별시 광진구 능동  177-12,0,44183.7,12,40,149.0,4055000.0,800,109,37.5528287,127.0817102
서울특별시 광진구 능동  177-21,0,39325.7,17,40,172.0,3485000.0,594,120,37.5537787,127.0814575
서울특별시 광진구 능동  177-22,0,39325.7,17,32,119.0,3519000.0,595,120,37.5538097,127.0813454
서울특별시 광진구 능동  177-23,0,39325.7,17,32,185.0,3485000.0,602,119,37.5536936,127.0813649
서울특별시 광진구 능동  177-3,0,39325.7,17,32,154.0,4385000.0,650,123,37.5535034,127.0816535
서울특별시 광진구 능동  177-33,0,44183.7,12,34,120.0,4385000.0,799,111,37.5527931,127.0818548
서울특별시 광진구 능동  177-38,0,39325.7,17,32,140.0,4337000.0,703,110,37.5530009,127.081582
서울특별시 광진구 능동  177-6,0,39325.7,17,32,99.0,4385000.0,683,112,37.5532312,127.0815042
서울특별시 광진구 능동  178-1,0,39325.7,17,32,228.0,4636000.0,630,124,37.5537116,127.0816434
서울특별시 광진구 능동  197-11,0,33931.4,26,36,311.0,4670000.0,658,106,37.5533886,127.0803861
서울특별시 광진구 능동  197-12,0,33931.4,26,43,51.0,3941000.0,653,109,37.5534749,127.0807251
서울특별시 광진구 능동  197-4,0,33931.4,26,36,199.0,5141000.0,621,106,37.5534438,127.0802337
서울특별시 광진구 능동  207,0,31941.6,37,32,309.0,4699000.0,526,114,37.5542939,127.0804967
서울특별시 광진구 능동  208-1,0,31941.6,37,32,67.0,3912000.0,560,113,37.5542254,127.0803984
서울특별시 광진구 능동  214-2,0,31941.6,37,32,115.0,4955000.0,508,115,37.5544366,127.0806061
서울특별시 광진구 능동  231-2,0,31941.6,37,32,273.1,4591000.0,427,118,37.5546374,127.0803898
서울특별시 광진구 능동  231-5,0,31941.6,37,32,239.3,4561000.0,421,115,37.5545998,127.080055
서울특별시 광진구 능동  232-10,0,33931.4,26,36,208.1,4850000.0,607,109,37.55354579999999,127.0803431
서울특별시 광진구 능동  232-13,0,33931.4,26,30,205.0,4830000.0,579,115,37.5540907,127.0810391
서울특별시 광진구 능동  232-14,0,33931.4,26,30,205.0,4830000.0,591,115,37.55399269999999,127.08098
서울특별시 광진구 능동  232-15,0,33931.4,26,30,202.3,4830000.0,604,113,37.5538955,127.0809193
서울특별시 광진구 능동  232-18,0,33931.4,26,30,203.4,3691000.0,516,116,37.5542306,127.0809388
서울특별시 광진구 능동  232-2,0,33931.4,26,30,205.0,4830000.0,567,117,37.554188,127.0810989
서울특별시 광진구 능동  232-20,0,33931.4,26,40,240.7,5772000.0,499,117,37.5544224,127.0808627
서울특별시 광진구 능동  232-23,0,33931.4,26,30,206.3,4850000.0,532,113,37.5541555,127.0807083
서울특별시 광진구 능동  232-4,0,33931.4,26,30,486.6,4850000.0,577,110,37.5537658,127.0805496
서울특별시 광진구 능동  232-5,0,33931.4,26,32,197.6,4830000.0,616,112,37.5538049,127.0808483
서울특별시 광진구 능동  232-6,0,33931.4,26,32,188.6,4830000.0,628,108,37.5537112,127.0807838
서울특별시 광진구 능동  232-7,0,33931.4,26,32,188.7,4636000.0,641,110,37.5536103,127.0807023
서울특별시 광진구 능동  232-8,0,33931.4,26,34,206.0,3728000.0,649,108,37.55360599999999,127.0805468
서울특별시 광진구 능동  232-9,0,33931.4,26,34,206.6,4850000.0,593,109,37.5536593,127.0804041
서울특별시 광진구 능동  233-1,0,39325.7,17,30,96.5,5134000.0,550,121,37.5542508,127.0813872
서울특별시 광진구 능동  233-11,0,39325.7,17,32,106.4,4830000.0,600,124,37.5539161,127.0818909
서울특별시 광진구 능동  233-13,0,39325.7,17,32,105.1,4075000.0,581,122,37.5540021,127.0816675
서울특별시 광진구 능동  233-14,0,39325.7,17,32,76.7,3954000.0,572,121,37.5540385,127.0815856
서울특별시 광진구 능동  233-18,0,39325.7,17,32,249.0,4781000.0,591,120,37.553898,127.0812227
서울특별시 광진구 능동  233-26,0,39325.7,17,32,122.6,3389000.0,619,122,37.55384189999999,127.0815955
서울특별시 광진구 능동  233-6,0,39325.7,17,40,123.6,4985000.0,571,120,37.5541377,127.0816328
서울특별시 광진구 능동  233-7,0,39325.7,17,32,129.3,4985000.0,581,124,37.5541007,127.0817285
서울특별시 광진구 능동  233-9,0,39325.7,17,32,127.9,4985000.0,594,122,37.5540516,127.0818537
서울특별시 광진구 능동  234-14,0,33931.4,26,32,101.8,4277000.0,524,118,37.5546311,127.0813462
서울특별시 광진구 능동  234-15,0,33931.4,26,32,101.8,4277000.0,514,119,37.5546713,127.0812442
서울특별시 광진구 능동  234-16,0,33931.4,26,32,101.8,4277000.0,460,117,37.5547111,127.0811426
서울특별시 광진구 능동  234-25,0,33931.4,26,32,128.3,4140000.0,471,121,37.5546891,127.081493
서울특별시 광진구 능동  234-27,0,33931.4,26,30,128.3,4140000.0,481,119,37.5546489,127.0815951
서울특별시 광진구 능동  234-29,0,35230.1,26,30,143.1,4745000.0,494,124,37.554705,127.0817961
서울특별시 광진구 능동  234-3,0,33931.4,26,32,128.3,4140000.0,458,120,37.5547414,127.0813598
서울특별시 광진구 능동  234-30,0,35230.1,26,30,128.3,4140000.0,494,122,37.5545974,127.0817293
서울특별시 광진구 능동  234-33,0,35230.1,26,30,218.2,5105000.0,573,123,37.5543041,127.081753
서울특별시 광진구 능동  234-34,0,35230.1,26,30,246.9,4802000.0,550,125,37.5543473,127.0820711
서울특별시 광진구 능동  234-4,0,35230.1,26,30,105.1,4277000.0,504,123,37.55455490000001,127.0818231
서울특별시 광진구 능동  234-40,0,33931.4,26,30,220.8,5105000.0,537,119,37.55445,127.0813948
서울특별시 광진구 능동  234-5,0,35230.1,26,30,130.2,4745000.0,504,124,37.55466260000001,127.0818895
서울특별시 광진구 능동  234-9,0,35230.1,26,30,92.9,4235000.0,515,123,37.5544976,127.0819322
서울특별시 광진구 능동  235-15,0,33931.4,26,42,134.5,4792000.0,478,124,37.5549214,127.0817198
서울특별시 광진구 능동  238-1,0,35230.1,26,30,364.6,5999000.0,471,137,37.55488709999999,127.0827143
서울특별시 광진구 능동  238-13,0,35230.1,26,30,142.1,5055000.0,618,135,37.55422920000001,127.0835052
서울특별시 광진구 능동  238-14,0,35230.1,26,30,139.8,5055000.0,606,136,37.5542768,127.0833811
서울특별시 광진구 능동  238-19,0,35230.1,26,28,164.0,4450000.0,539,137,37.5546515,127.0827743
서울특별시 광진구 능동  238-2,0,35230.1,26,28,200.7,5825000.0,524,141,37.5546939,127.0833705
서울특별시 광진구 능동  238-20,0,35230.1,26,28,123.3,5055000.0,539,134,37.5545409,127.0827048
서울특별시 광진구 능동  238-23,0,35230.1,26,30,155.0,5055000.0,567,137,37.5544292,127.0829891
서울특별시 광진구 능동  238-28,0,35230.1,26,30,165.3,4124000.0,536,139,37.5545426,127.0834337
서울특별시 광진구 능동  238-30,0,35230.1,26,28,262.5,5029000.0,526,133,37.554609,127.082572
서울특별시 광진구 능동  238-35,0,35230.1,26,28,205.6,5825000.0,506,143,37.5547644,127.0831904
서울특별시 광진구 능동  238-38,0,35230.1,26,30,202.6,4985000.0,606,140,37.5544077,127.0837381
서울특별시 광진구 능동  238-6,0,35230.1,26,28,227.1,4751000.0,491,133,37.554719,127.0826382
서울특별시 광진구 능동  239-10,0,43347.3,19,30,166.9,4985000.0,637,131,37.5538236,127.0834024
서울특별시 광진구 능동  239-12,0,43347.3,19,30,246.6,5080000.0,623,129,37.55371040000001,127.0833312
서울특별시 광진구 능동  239-18,0,43347.3,19,30,92.9,5105000.0,618,127,37.553974,127.0825647
서울특별시 광진구 능동  239-2,0,43347.3,19,30,239.7,4751000.0,560,132,37.554303,127.0828226
서울특별시 광진구 능동  239-20,0,35230.1,26,30,92.2,5105000.0,606,128,37.554019,127.0824527
서울특별시 광진구 능동  239-21,0,35230.1,26,30,164.0,4277000.0,606,128,37.5541333,127.0825241
서울특별시 광진구 능동  239-22,0,35230.1,26,30,103.5,4751000.0,549,128,37.5542614,127.0823153
서울특별시 광진구 능동  239-26,0,43347.3,19,30,181.8,4167000.0,650,130,37.5539291,127.0831247
서울특별시 광진구 능동  239-28,0,43347.3,19,30,203.0,5105000.0,652,128,37.5538196,127.0830392
서울특별시 광진구 능동  239-3,0,43347.3,19,30,326.3,4751000.0,587,135,37.5541481,127.0830644
서울특별시 광진구 능동  239-33,0,43347.3,19,35,164.0,4235000.0,617,129,37.5540884,127.0826343
서울특별시 광진구 능동  239-35,0,35230.1,26,30,103.5,4751000.0,558,127,37.5541878,127.0822693
서울특별시 광진구 능동  239-36,0,35230.1,26,32,108.8,5258000.0,584,126,37.5541108,127.0822252
서울특별시 광진구 능동  239-38,0,35230.1,26,35,220.2,4167000.0,554,128,37.5541802,127.0824164
서울특별시 광진구 능동  239-4,0,43347.3,19,30,238.4,4751000.0,598,135,37.55410579999999,127.0831714
서울특별시 광진구 능동  239-40,0,35230.1,26,30,105.5,5105000.0,597,127,37.5540593,127.0823608
서울특별시 광진구 능동  239-8,0,43347.3,19,30,102.5,3875000.0,609,133,37.5539915,127.0832455
서울특별시 광진구 능동  240-1,0,44183.7,12,32,325.3,5134000.0,592,126,37.5539053,127.0821174
서울특별시 광진구 능동  240-11,0,44183.7,12,32,214.2,4115000.0,739,121,37.5531865,127.082099
서울특별시 광진구 능동  240-13,0,44183.7,12,38,231.7,4075000.0,721,126,37.5533372,127.0821871
서울특별시 광진구 능동  240-15,0,44183.7,12,39,233.4,4781000.0,620,124,37.5536673,127.0820036
서울특별시 광진구 능동  240-16,0,44183.7,12,32,233.4,4781000.0,632,125,37.5535746,127.081947
서울특별시 광진구 능동  240-17,0,44183.7,12,32,247.9,4075000.0,686,125,37.5536178,127.0823642
서울특별시 광진구 능동  240-18,0,44183.7,12,32,238.7,4075000.0,612,124,37.5536697,127.082215
서울특별시 광진구 능동  240-19,0,44183.7,12,30,213.6,5134000.0,632,125,37.55376589999999,127.0826174
서울특별시 광진구 능동  240-2,0,44183.7,12,32,201.0,4985000.0,601,128,37.5538853,127.0822961
서울특별시 광진구 능동  240-20,0,44183.7,12,30,207.3,4925000.0,672,125,37.5536756,127.0825663
서울특별시 광진구 능동  240-22,0,44183.7,12,32,225.8,4035000.0,630,125,37.5535259,127.082128
서울특별시 광진구 능동  240-23,0,44183.7,12,32,212.2,4035000.0,705,126,37.5534666,127.0822639
서울특별시 광진구 능동  240-24,0,44183.7,12,32,257.5,4925000.0,704,124,37.55340700000001,127.0824171
서울특별시 광진구 능동  240-25,0,44183.7,12,38,207.7,3990000.0,665,119,37.55325089999999,127.0819339
서울특별시 광진구 능동  240-29,0,44183.7,12,32,200.1,4826000.0,756,119,37.5530059,127.0821234
서울특별시 광진구 능동  240-3,0,44183.7,12,32,201.0,3904000.0,603,125,37.5537946,127.0822726
서울특별시 광진구 능동  240-30,0,44183.7,12,32,575.7,3990000.0,783,116,37.5530086,127.0818937
서울특별시 광진구 능동  240-4,0,44183.7,12,30,249.6,4985000.0,617,125,37.5537815,127.0824402
서울특별시 광진구 능동  240-5,0,44183.7,12,30,251.2,4925000.0,686,127,37.5535583,127.0825176
서울특별시 광진구 능동  240-6,0,44183.7,12,32,209.6,4925000.0,718,124,37.5532931,127.0823476
서울특별시 광진구 능동  240-7,0,44183.7,12,32,233.4,4781000.0,609,125,37.5537608,127.08206
서울특별시 광진구 능동  240-8,0,44183.7,12,32,301.5,4685000.0,646,123,37.5534563,127.0819004
서울특별시 광진구 능동  240-9,0,44183.7,12,32,254.9,4075000.0,648,123,37.55337189999999,127.0820424
서울특별시 광진구 능동  241-10,0,42119.4,27,36,520.0,4875000.0,756,121,37.5528774,127.0824329
서울특별시 광진구 능동  241-12,0,42119.4,27,30,218.2,3692000.0,698,126,37.5533225,127.082792
서울특별시 광진구 능동  241-13,0,42119.4,27,30,133.9,4875000.0,684,124,37.5534792,127.0827381
서울특별시 광진구 능동  241-14,0,42119.4,27,30,110.7,3692000.0,683,125,37.5534355,127.0828731
서울특별시 광진구 능동  241-16,0,42119.4,27,30,133.2,4875000.0,673,126,37.5535779,127.0827828
서울특별시 광진구 능동  241-17,0,42119.4,27,32,248.3,4925000.0,665,123,37.553176,127.0830181
서울특별시 광진구 능동  241-19,0,42119.4,27,32,247.9,4035000.0,688,121,37.553044,127.0827768
서울특별시 광진구 능동  241-2,0,42119.4,27,30,174.5,5134000.0,623,128,37.5535201,127.0832189
서울특별시 광진구 능동  241-20,0,42119.4,27,34,247.9,4925000.0,688,121,37.5529928,127.0829055
서울특별시 광진구 능동  241-23,0,42119.4,27,36,236.7,4925000.0,687,119,37.55259849999999,127.082654
