지번주소,UMAP1,UMAP2,OPTICS_cluster_without_noise
서울특별시 광진구 광장동  378-4,10.466358,17.709656,30
서울특별시 광진구 광장동  378-8,10.336863,17.818882,32
서울특별시 광진구 광장동  379,10.749823,17.320625,35
서울특별시 광진구 광장동  381-25,11.113368,16.866152,38
서울특별시 광진구 광장동  387-1,10.5026245,17.669521,30
서울특별시 광진구 광장동  388-4,10.721719,17.361197,34
서울특별시 광진구 광장동  388-7,10.723793,17.361307,34
서울특별시 광진구 광장동  389-1,10.555764,20.135395,16
서울특별시 광진구 광장동  393-10,10.350602,17.81347,32
서울특별시 광진구 광장동  393-11,10.298205,17.858604,33
서울특별시 광진구 광장동  393-12,10.309385,17.842306,33
서울특별시 광진구 광장동  393-13,10.347169,17.813467,32
서울특별시 광진구 광장동  393-14,10.33014,17.824955,32
서울특별시 광진구 광장동  393-15,10.386452,17.782726,31
서울특별시 광진구 광장동  393-17,10.368524,17.795637,31
서울특별시 광진구 광장동  393-2,10.3455,17.816322,32
서울특별시 광진구 광장동  393-20,10.296856,17.86066,33
서울특별시 광진구 광장동  393-24,10.304884,17.849295,33
서울특별시 광진구 광장동  393-25,10.301474,17.853807,33
서울특별시 광진구 광장동  393-26,10.301649,17.855555,33
서울특별시 광진구 광장동  393-3,10.34304,17.813856,32
서울특별시 광진구 광장동  393-4,10.338585,17.81823,32
서울특별시 광진구 광장동  393-9,10.351631,17.81325,32
서울특별시 광진구 광장동  394-1,10.310961,17.844269,33
서울특별시 광진구 광장동  394-13,10.510061,20.144999,15
서울특별시 광진구 광장동  394-14,10.50776,20.14769,15
서울특별시 광진구 광장동  394-15,10.490828,20.158226,15
서울특별시 광진구 광장동  394-16,10.50653,20.14716,15
서울특별시 광진구 광장동  394-18,10.48673,20.166687,15
서울특별시 광진구 광장동  394-19,10.513423,20.142733,15
서울특별시 광진구 광장동  394-21,10.543183,20.123652,16
서울특별시 광진구 광장동  394-23,10.522225,20.136135,15
서울특별시 광진구 광장동  394-24,10.525338,20.131596,15
서울특별시 광진구 광장동  394-3,10.868382,19.851147,19
서울특별시 광진구 광장동  394-5,10.630942,20.042376,17
서울특별시 광진구 광장동  394-9,10.500085,20.149666,15
서울특별시 광진구 광장동  396-11,10.76266,19.94122,18
서울특별시 광진구 광장동  396-17,10.780137,19.92159,18
서울특별시 광진구 광장동  396-4,10.79252,19.914663,18
서울특별시 광진구 광장동  396-6,10.782956,19.924782,18
서울특별시 광진구 광장동  396-7,10.769103,19.93587,18
서울특별시 광진구 광장동  401-24,10.737117,17.341393,34
서울특별시 광진구 광장동  413-11,12.965084,18.670485,160
서울특별시 광진구 광장동  413-12,12.959436,18.669687,159
서울특별시 광진구 광장동  413-13,12.959893,18.670797,159
서울특별시 광진구 광장동  413-14,12.961845,18.67141,159
서울특별시 광진구 광장동  413-15,12.9576845,18.669188,159
서울특별시 광진구 광장동  413-16,12.958495,18.670385,159
서울특별시 광진구 광장동  413-18,12.956527,18.669706,159
서울특별시 광진구 광장동  413-19,12.955619,18.67065,159
서울특별시 광진구 광장동  413-20,12.95745,18.669855,159
서울특별시 광진구 광장동  413-29,12.960539,18.671936,159
서울특별시 광진구 광장동  425-2,12.953671,18.670307,159
서울특별시 광진구 광장동  453-1,17.446308,18.033434,1565
서울특별시 광진구 광장동  453-8,12.961048,18.668505,159
서울특별시 광진구 광장동  457-17,12.964824,18.668093,160
서울특별시 광진구 광장동  457-24,12.964725,18.669712,160
서울특별시 광진구 광장동  457-25,12.960138,18.668835,159
서울특별시 광진구 광장동  457-3,12.958774,18.666864,159
서울특별시 광진구 광장동  458-1,12.956071,18.669867,159
서울특별시 광진구 광장동  463-3,17.457607,17.949764,1565
서울특별시 광진구 광장동  470-3,2.8421476,8.107018,742
서울특별시 광진구 광장동  471-1,2.790148,8.059851,742
서울특별시 광진구 광장동  471-6,2.8985882,8.30683,741
서울특별시 광진구 광장동  472-1,2.8358314,8.108723,742
서울특별시 광진구 광장동  5-117,10.903742,17.0447,36
서울특별시 광진구 광장동  512-5,2.9004943,8.2542715,741
서울특별시 광진구 광장동  515-3,2.9539557,8.36092,741
서울특별시 광진구 광장동  520,12.957388,18.670311,159
서울특별시 광진구 광장동  530-13,10.256358,7.538847,1112
서울특별시 광진구 광장동  530-24,10.256296,7.531748,1112
서울특별시 광진구 광장동  530-25,10.269567,7.5323987,1112
서울특별시 광진구 광장동  530-43,10.248161,7.526728,1112
서울특별시 광진구 광장동  530-61,10.25973,7.5319314,1112
서울특별시 광진구 광장동  554,12.960987,18.670374,159
서울특별시 광진구 광장동  554-11,12.965634,18.66949,160
서울특별시 광진구 광장동  554-15,12.956391,18.66952,159
서울특별시 광진구 광장동  561,12.968289,18.667141,160
서울특별시 광진구 광장동  561-12,12.966271,18.668737,160
서울특별시 광진구 광장동  565,17.45884,17.954643,1565
서울특별시 광진구 광장동  566,21.419144,7.2075324,1461
서울특별시 광진구 광장동  567,15.429182,16.912575,109
서울특별시 광진구 광장동  569,17.451397,17.938038,1565
서울특별시 광진구 광장동  570,17.471096,17.95294,1565
서울특별시 광진구 광장동  571-1,10.25192,7.5301933,1112
서울특별시 광진구 광장동  576,17.458921,17.932909,1565
서울특별시 광진구 광장동  577,21.539862,12.227891,157
서울특별시 광진구 광장동  578,4.101218,14.353892,882
서울특별시 광진구 광장동  579,1.2693975,8.302151,782
서울특별시 광진구 광장동  581,2.9544952,8.3890915,741
서울특별시 광진구 광장동  582,17.451925,17.93267,1565
서울특별시 광진구 구의동  132-1,3.35198,10.073755,717
서울특별시 광진구 구의동  143-1,15.083227,-6.121078,1501
서울특별시 광진구 구의동  143-11,14.994726,-6.15335,1501
서울특별시 광진구 구의동  143-3,15.318117,-6.0595975,1499
서울특별시 광진구 구의동  143-4,15.296365,-6.077131,1499
서울특별시 광진구 구의동  143-6,15.339302,-6.0882688,1499
서울특별시 광진구 구의동  143-7,15.031363,-6.1626806,1501
서울특별시 광진구 구의동  143-8,15.070377,-6.15658,1501
서울특별시 광진구 구의동  143-9,15.00813,-6.158417,1501
서울특별시 광진구 구의동  16-1,0.29286957,3.6326573,1432
서울특별시 광진구 구의동  16-10,0.26066214,3.6001863,1432
서울특별시 광진구 구의동  16-13,0.35480377,3.67848,1431
서울특별시 광진구 구의동  16-18,15.365385,-6.139178,1499
서울특별시 광진구 구의동  16-4,15.389975,-6.1743236,1499
서울특별시 광진구 구의동  16-6,15.364087,-6.149202,1499
서울특별시 광진구 구의동  16-8,15.774228,-6.2302155,1490
서울특별시 광진구 구의동  16-9,15.814901,-6.259194,1490
서울특별시 광진구 구의동  164-2,12.965342,18.669138,160
서울특별시 광진구 구의동  17-1,0.2964989,3.6221,1432
서울특별시 광진구 구의동  17-2,0.29172125,3.6142695,1432
서울특별시 광진구 구의동  18,0.40960175,3.3674436,1435
서울특별시 광진구 구의동  19-1,14.387798,-6.206853,1477
서울특별시 광진구 구의동  19-3,14.369963,-6.222625,1477
서울특별시 광진구 구의동  198-1,-1.6385845,4.722794,1510
서울특별시 광진구 구의동  198-3,-1.6518742,4.710211,1510
서울특별시 광진구 구의동  198-4,-1.63871,4.7257934,1510
서울특별시 광진구 구의동  199-1,-1.6123942,4.741992,1510
서울특별시 광진구 구의동  199-10,-1.640614,4.7188864,1510
서울특별시 광진구 구의동  199-14,-1.6400466,4.7186446,1510
서울특별시 광진구 구의동  199-15,-1.6081868,4.7528133,1510
서울특별시 광진구 구의동  199-2,-1.633071,4.7262273,1510
서울특별시 광진구 구의동  199-5,-1.648617,4.7049294,1510
서울특별시 광진구 구의동  199-6,-1.6417172,4.717178,1510
서울특별시 광진구 구의동  199-8,-1.6432142,4.7161703,1510
서울특별시 광진구 구의동  199-96,-1.6249858,4.7382584,1510
서울특별시 광진구 구의동  20-1,15.047045,-6.141645,1501
서울특별시 광진구 구의동  20-12,14.41258,-6.2029037,1477
서울특별시 광진구 구의동  20-13,14.362691,-6.205536,1477
