지번주소,UMAP1,UMAP2,OPTICS_cluster_all,OPTICS_cluster_without_noise
서울특별시 광진구 구의동  221-73,10.146872,18.05505,1264,1834
서울특별시 광진구 구의동  221-74,10.0733595,18.004608,1265,1835
서울특별시 광진구 구의동  221-75,10.001123,17.868742,-1,532
서울특별시 광진구 구의동  221-76,9.948655,17.807217,-1,532
서울특별시 광진구 구의동  221-77,9.894267,17.627796,-1,532
서울특별시 광진구 구의동  221-78,9.9546175,17.786945,-1,532
서울특별시 광진구 구의동  221-80,9.960979,17.81938,-1,532
서울특별시 광진구 구의동  221-81,10.0174465,17.94759,1265,1835
서울특별시 광진구 구의동  221-82,10.045912,17.975594,1265,1835
서울특별시 광진구 구의동  221-83,10.005615,17.895786,-1,532
서울특별시 광진구 구의동  221-9,9.638871,16.921928,-1,527
서울특별시 광진구 구의동  222-1,11.632913,18.247494,1313,1883
서울특별시 광진구 구의동  222-10,10.940024,18.372007,-1,534
서울특별시 광진구 구의동  222-11,11.293611,18.118948,-1,535
서울특별시 광진구 구의동  222-13,11.264473,18.055838,-1,535
서울특별시 광진구 구의동  222-14,10.825885,18.295618,1270,1840
서울특별시 광진구 구의동  222-15,10.76126,18.288895,1270,1840
서울특별시 광진구 구의동  222-19,10.517976,18.244379,1268,1838
서울특별시 광진구 구의동  222-2,10.8146305,18.286194,1270,1840
서울특별시 광진구 구의동  222-21,10.610617,18.318258,1269,1839
서울특별시 광진구 구의동  222-22,10.712834,18.288048,-1,533
서울특별시 광진구 구의동  222-23,10.806667,18.28382,1270,1840
서울특별시 광진구 구의동  222-25,10.781297,18.289593,1270,1840
서울특별시 광진구 구의동  222-26,10.608188,18.331059,1269,1839
서울특별시 광진구 구의동  222-29,10.433577,18.293224,1268,1838
서울특별시 광진구 구의동  222-31,10.249286,18.078693,1266,1836
서울특별시 광진구 구의동  222-32,10.241532,18.098583,1266,1836
서울특별시 광진구 구의동  222-33,10.24319,18.10431,1266,1836
서울특별시 광진구 구의동  222-36,10.412212,18.291008,1268,1838
서울특별시 광진구 구의동  222-37,10.329056,18.194357,1267,1837
서울특별시 광진구 구의동  222-38,10.327118,18.176508,1267,1837
서울특별시 광진구 구의동  222-39,10.891569,18.342346,-1,534
서울특별시 광진구 구의동  222-4,11.148925,18.080116,1278,1848
서울특별시 광진구 구의동  222-41,10.426525,18.319624,1268,1838
서울특별시 광진구 구의동  222-42,10.416431,18.310486,1268,1838
서울특별시 광진구 구의동  222-43,10.417756,18.31106,1268,1838
서울특별시 광진구 구의동  222-45,10.332794,18.192116,1267,1837
서울특별시 광진구 구의동  222-47,10.426823,18.316093,1268,1838
서울특별시 광진구 구의동  222-48,10.401513,18.281847,1268,1838
서울특별시 광진구 구의동  222-49,10.436091,18.323273,1268,1838
서울특별시 광진구 구의동  222-5,10.449502,18.319918,1268,1838
서울특별시 광진구 구의동  222-50,10.425139,18.314823,1268,1838
서울특별시 광진구 구의동  222-52,10.4082155,18.296875,1268,1838
서울특별시 광진구 구의동  222-53,10.327876,18.195549,1267,1837
서울특별시 광진구 구의동  222-54,10.354387,18.219786,1267,1837
서울특별시 광진구 구의동  222-55,10.323312,18.196547,1267,1837
서울특별시 광진구 구의동  222-56,10.775461,18.298262,1270,1840
서울특별시 광진구 구의동  222-57,10.601589,18.355505,1269,1839
서울특별시 광진구 구의동  222-6,10.468285,18.320461,1268,1838
서울특별시 광진구 구의동  222-60,10.512649,18.332014,1268,1838
서울특별시 광진구 구의동  222-61,10.595382,18.325165,1269,1839
서울특별시 광진구 구의동  222-62,10.644802,18.31857,1269,1839
서울특별시 광진구 구의동  222-63,11.121883,18.081604,1278,1848
서울특별시 광진구 구의동  222-64,11.106649,18.082193,1278,1848
서울특별시 광진구 구의동  222-65,10.715229,18.29152,-1,533
서울특별시 광진구 구의동  222-66,10.614616,18.325216,1269,1839
서울특별시 광진구 구의동  222-67,10.514724,18.331402,1268,1838
서울특별시 광진구 구의동  222-68,10.469262,18.327463,1268,1838
서울특별시 광진구 구의동  222-69,10.427093,18.313618,1268,1838
서울특별시 광진구 구의동  222-71,10.440054,18.31797,1268,1838
서울특별시 광진구 구의동  222-74,10.482965,18.282873,1268,1838
서울특별시 광진구 구의동  223-1,12.155049,18.421423,1306,1876
서울특별시 광진구 구의동  223-11,11.16863,18.387575,1272,1842
서울특별시 광진구 구의동  223-13,11.135908,18.351114,1272,1842
서울특별시 광진구 구의동  223-14,11.139865,18.344051,1272,1842
서울특별시 광진구 구의동  223-15,11.112011,18.352482,1272,1842
서울특별시 광진구 구의동  223-16,10.96121,18.339167,-1,534
서울특별시 광진구 구의동  223-17,11.118022,18.3422,1272,1842
서울특별시 광진구 구의동  223-18,11.138719,18.35255,1272,1842
서울특별시 광진구 구의동  223-19,11.143588,18.337168,1272,1842
서울특별시 광진구 구의동  223-2,11.444751,18.752007,1275,1845
서울특별시 광진구 구의동  223-21,10.103339,18.212084,-1,531
서울특별시 광진구 구의동  223-23,11.4100895,18.747982,1275,1845
서울특별시 광진구 구의동  223-24,11.360711,18.733139,1274,1844
서울특별시 광진구 구의동  223-25,11.277618,18.638475,-1,547
서울특별시 광진구 구의동  223-26,11.19773,18.61211,-1,547
서울특별시 광진구 구의동  223-27,11.185374,18.596941,-1,547
서울특별시 광진구 구의동  223-28,11.223803,18.63175,-1,547
서울특별시 광진구 구의동  223-29,11.30889,18.717655,1274,1844
서울특별시 광진구 구의동  223-3,11.213856,18.64637,-1,547
서울특별시 광진구 구의동  223-30,11.443038,18.754272,1275,1845
서울특별시 광진구 구의동  223-31,12.1633415,18.40879,1306,1876
서울특별시 광진구 구의동  223-33,12.123599,18.442871,-1,537
서울특별시 광진구 구의동  223-34,11.412367,18.746092,1275,1845
서울특별시 광진구 구의동  223-35,11.313334,18.723824,1274,1844
서울특별시 광진구 구의동  223-36,11.233656,18.65581,-1,547
서울특별시 광진구 구의동  223-37,11.163752,18.580843,-1,547
서울특별시 광진구 구의동  223-39,11.264979,18.705795,-1,547
서울특별시 광진구 구의동  223-4,11.214292,18.439241,1273,1843
서울특별시 광진구 구의동  223-45,11.956461,18.468578,-1,537
서울특별시 광진구 구의동  223-46,11.29878,18.728294,1274,1844
서울특별시 광진구 구의동  223-47,10.808844,18.292044,1270,1840
서울특별시 광진구 구의동  223-48,10.773591,18.259085,-1,533
서울특별시 광진구 구의동  223-49,10.784765,18.27324,1270,1840
서울특별시 광진구 구의동  223-5,11.135798,18.363462,1272,1842
서울특별시 광진구 구의동  223-50,10.725064,18.20475,1271,1841
서울특별시 광진구 구의동  223-51,10.747526,18.210829,1271,1841
서울특별시 광진구 구의동  223-52,10.715923,18.23564,1271,1841
서울특별시 광진구 구의동  223-53,10.75943,18.264029,1270,1840
서울특별시 광진구 구의동  223-54,10.749937,18.271236,-1,533
서울특별시 광진구 구의동  223-55,10.803157,18.294823,1270,1840
서울특별시 광진구 구의동  223-56,10.842139,18.334099,-1,534
서울특별시 광진구 구의동  223-58,11.313199,18.74189,1274,1844
서울특별시 광진구 구의동  223-60,10.094376,18.137407,-1,531
서울특별시 광진구 구의동  223-62,10.743214,18.17044,1271,1841
서울특별시 광진구 구의동  223-64,10.074585,18.055653,1265,1835
서울특별시 광진구 구의동  223-69,10.867326,18.29273,-1,534
서울특별시 광진구 구의동  223-70,10.820819,18.268358,1270,1840
서울특별시 광진구 구의동  223-71,10.784161,18.242002,-1,533
서울특별시 광진구 구의동  223-73,10.732579,18.157148,1271,1841
서울특별시 광진구 구의동  223-78,11.3373165,18.734951,1274,1844
서울특별시 광진구 구의동  223-8,10.723269,18.126736,1271,1841
서울특별시 광진구 구의동  224-1,13.318656,17.17772,1298,1868
서울특별시 광진구 구의동  224-10,12.502481,18.105112,-1,538
서울특별시 광진구 구의동  224-12,12.324529,18.279255,1304,1874
서울특별시 광진구 구의동  224-15,12.17339,18.32949,-1,537
서울특별시 광진구 구의동  224-16,12.257739,18.314566,1305,1875
서울특별시 광진구 구의동  224-17,12.336209,18.28431,1304,1874
서울특별시 광진구 구의동  224-18,12.329591,18.277355,1304,1874
서울특별시 광진구 구의동  224-19,12.357377,18.27216,1304,1874
서울특별시 광진구 구의동  224-2,13.130396,17.639633,1294,1864
서울특별시 광진구 구의동  224-20,12.266988,18.327494,-1,537
서울특별시 광진구 구의동  224-22,12.171153,18.394312,1306,1876
서울특별시 광진구 구의동  224-24,12.160144,18.374943,1306,1876
서울특별시 광진구 구의동  224-25,12.156897,18.381662,1306,1876
서울특별시 광진구 구의동  224-26,12.133931,18.399487,1306,1876
서울특별시 광진구 구의동  224-27,12.081643,18.371187,-1,537
서울특별시 광진구 구의동  224-32,12.893982,17.798656,1293,1863
서울특별시 광진구 구의동  224-33,12.983462,17.707933,-1,542
서울특별시 광진구 구의동  224-34,13.171114,17.66531,1294,1864
서울특별시 광진구 구의동  224-35,12.991047,17.713491,-1,542
서울특별시 광진구 구의동  224-37,12.858024,17.783848,1293,1863
서울특별시 광진구 구의동  224-38,12.995077,17.709953,-1,542
서울특별시 광진구 구의동  224-39,13.170269,17.639208,1294,1864
서울특별시 광진구 구의동  224-40,13.137728,17.635242,1294,1864
서울특별시 광진구 구의동  224-41,12.7844,17.783487,-1,542
서울특별시 광진구 구의동  224-42,12.774294,17.679562,-1,542
서울특별시 광진구 구의동  224-45,12.624384,18.02763,1285,1855
서울특별시 광진구 구의동  224-46,12.527838,18.081749,-1,538
서울특별시 광진구 구의동  224-48,12.594961,17.964441,-1,538
서울특별시 광진구 구의동  224-49,12.662633,17.994701,1285,1855
서울특별시 광진구 구의동  224-5,13.305937,17.212103,1298,1868
서울특별시 광진구 구의동  224-50,12.632465,18.019815,1285,1855
서울특별시 광진구 구의동  224-51,12.631425,18.02014,1285,1855
서울특별시 광진구 구의동  224-52,12.727773,17.937344,1287,1857
서울특별시 광진구 구의동  224-53,12.749291,17.917812,1287,1857
서울특별시 광진구 구의동  224-54,12.775237,17.939955,1287,1857
서울특별시 광진구 구의동  224-55,12.658933,17.99997,1285,1855
서울특별시 광진구 구의동  224-56,12.652177,18.01139,1285,1855
서울특별시 광진구 구의동  224-57,12.583996,18.079899,1286,1856
서울특별시 광진구 구의동  224-58,12.337981,18.275192,1304,1874
서울특별시 광진구 구의동  224-59,12.250318,18.347685,1305,1875
서울특별시 광진구 구의동  224-6,13.269251,17.233751,1298,1868
서울특별시 광진구 구의동  224-60,12.573,18.085934,1286,1856
서울특별시 광진구 구의동  224-61,13.260495,17.27364,1297,1867
서울특별시 광진구 구의동  224-62,13.2315645,17.296074,1297,1867
서울특별시 광진구 구의동  224-64,13.032192,17.423164,1295,1865
서울특별시 광진구 구의동  224-65,13.116557,17.398838,1296,1866
서울특별시 광진구 구의동  224-66,12.724957,17.682762,-1,542
서울특별시 광진구 구의동  224-67,12.597967,18.074003,1286,1856
서울특별시 광진구 구의동  224-68,12.5981045,18.060291,1286,1856
서울특별시 광진구 구의동  224-7,12.815439,17.675821,-1,542
서울특별시 광진구 구의동  224-70,12.841072,17.667923,-1,542
서울특별시 광진구 구의동  224-8,12.896635,17.759504,1293,1863
서울특별시 광진구 구의동  224-9,12.529261,18.08245,-1,538
서울특별시 광진구 구의동  225-10,12.709309,17.323776,1314,1884
서울특별시 광진구 구의동  225-12,12.366271,17.191484,1315,1885
서울특별시 광진구 구의동  225-15,12.688564,17.351835,1314,1884
서울특별시 광진구 구의동  225-17,12.762727,17.776453,-1,542
서울특별시 광진구 구의동  225-18,12.547131,17.28439,-1,548
서울특별시 광진구 구의동  225-19,12.49527,17.257128,-1,548
서울특별시 광진구 구의동  225-20,12.370887,17.198376,1315,1885
서울특별시 광진구 구의동  225-21,12.713435,17.36116,1314,1884
서울특별시 광진구 구의동  225-22,12.483065,17.90629,-1,539
서울특별시 광진구 구의동  225-23,12.207439,18.35901,1305,1875
서울특별시 광진구 구의동  225-25,11.985153,18.436794,-1,537
서울특별시 광진구 구의동  225-26,11.467928,18.168257,1313,1883
서울특별시 광진구 구의동  225-27,11.874886,18.348494,-1,537
서울특별시 광진구 구의동  225-28,11.728758,17.928156,1281,1851
서울특별시 광진구 구의동  225-3,12.753219,17.36557,1314,1884
서울특별시 광진구 구의동  225-30,11.524026,18.212671,1313,1883
서울특별시 광진구 구의동  225-32,12.057779,17.109549,1317,1887
서울특별시 광진구 구의동  225-33,11.80894,18.291348,-1,537
서울특별시 광진구 구의동  225-35,11.723671,17.920805,1281,1851
서울특별시 광진구 구의동  225-36,11.773122,18.171188,-1,536
서울특별시 광진구 구의동  225-37,11.661331,17.888645,1281,1851
서울특별시 광진구 구의동  225-38,11.558927,18.075148,1313,1883
서울특별시 광진구 구의동  225-4,12.634134,17.34525,1314,1884
서울특별시 광진구 구의동  225-41,12.691428,17.369125,1314,1884
서울특별시 광진구 구의동  225-42,12.577747,17.836868,1284,1854
서울특별시 광진구 구의동  225-43,12.532605,17.897062,-1,539
서울특별시 광진구 구의동  225-44,12.629194,17.34962,1314,1884
서울특별시 광진구 구의동  225-45,12.634587,17.348677,1314,1884
서울특별시 광진구 구의동  225-47,12.641937,17.336235,1314,1884
서울특별시 광진구 구의동  225-48,12.086157,17.136778,1317,1887
서울특별시 광진구 구의동  225-49,11.94471,17.917131,1283,1853
서울특별시 광진구 구의동  225-52,11.8757105,17.924374,1282,1852
서울특별시 광진구 구의동  225-54,11.868731,17.931885,1282,1852
서울특별시 광진구 구의동  225-55,11.908428,17.918358,1282,1852
서울특별시 광진구 구의동  225-56,12.112108,18.39237,1306,1876
서울특별시 광진구 구의동  225-57,12.155929,18.38085,1306,1876
서울특별시 광진구 구의동  225-58,12.11537,18.399113,1306,1876
서울특별시 광진구 구의동  225-59,12.148869,18.383118,1306,1876
서울특별시 광진구 구의동  225-6,12.683911,17.361769,1314,1884
서울특별시 광진구 구의동  225-61,11.801259,17.928064,-1,536
서울특별시 광진구 구의동  225-62,11.713016,18.120941,-1,536
서울특별시 광진구 구의동  225-63,12.014123,18.41805,-1,537
서울특별시 광진구 구의동  225-65,11.671044,18.07163,-1,536
서울특별시 광진구 구의동  225-67,11.920073,18.415691,-1,537
서울특별시 광진구 구의동  225-69,11.534111,18.13426,1313,1883
서울특별시 광진구 구의동  225-72,12.095915,17.121588,1317,1887
서울특별시 광진구 구의동  225-73,12.087639,17.12063,1317,1887
서울특별시 광진구 구의동  225-74,12.261138,17.149923,1316,1886
서울특별시 광진구 구의동  225-75,12.336408,17.20002,1315,1885
서울특별시 광진구 구의동  225-8,12.698497,17.354082,1314,1884
서울특별시 광진구 구의동  225-9,12.617438,18.022243,1285,1855
서울특별시 광진구 구의동  226-1,13.213185,17.857891,1300,1870
서울특별시 광진구 구의동  226-10,13.215536,17.314505,1297,1867
서울특별시 광진구 구의동  226-11,13.205309,17.839453,1300,1870
서울특별시 광진구 구의동  226-12,13.070415,17.48418,1295,1865
서울특별시 광진구 구의동  226-16,13.049283,17.519854,1295,1865
서울특별시 광진구 구의동  226-17,13.0389185,17.600733,1295,1865
서울특별시 광진구 구의동  226-18,12.922775,17.716406,-1,542
서울특별시 광진구 구의동  226-19,12.879942,17.667233,-1,542
서울특별시 광진구 구의동  226-2,13.233221,17.91532,-1,543
서울특별시 광진구 구의동  226-20,13.029035,17.491158,1295,1865
서울특별시 광진구 구의동  226-21,13.189183,17.768047,1300,1870
서울특별시 광진구 구의동  226-28,13.092036,17.403038,1296,1866
서울특별시 광진구 구의동  226-29,13.081257,17.395544,1296,1866
서울특별시 광진구 구의동  226-32,12.835113,17.723572,1293,1863
서울특별시 광진구 구의동  226-33,13.045936,17.473127,1295,1865
서울특별시 광진구 구의동  226-34,13.061796,17.475458,1295,1865
서울특별시 광진구 구의동  226-4,13.244532,17.956339,1301,1871
서울특별시 광진구 구의동  226-48,13.198501,17.32747,1297,1867
서울특별시 광진구 구의동  226-49,13.093197,17.582018,-1,542
서울특별시 광진구 구의동  226-5,13.125844,17.369734,1296,1866
서울특별시 광진구 구의동  226-50,13.09353,17.581787,-1,542
서울특별시 광진구 구의동  226-52,13.081809,17.528812,-1,542
서울특별시 광진구 구의동  226-53,13.13063,17.587248,1294,1864
서울특별시 광진구 구의동  226-54,13.14364,17.42865,1296,1866
서울특별시 광진구 구의동  226-55,13.230134,17.848833,1300,1870
서울특별시 광진구 구의동  226-56,13.198564,17.848454,1300,1870
서울특별시 광진구 구의동  226-58,13.105167,17.378275,1296,1866
서울특별시 광진구 구의동  226-6,13.234151,17.78429,-1,543
서울특별시 광진구 구의동  226-61,13.122078,17.36162,1296,1866
서울특별시 광진구 구의동  226-62,13.044336,17.402987,1296,1866
서울특별시 광진구 구의동  226-63,13.064616,17.369806,1296,1866
서울특별시 광진구 구의동  226-64,13.12793,17.367657,1296,1866
서울특별시 광진구 구의동  226-8,13.04397,17.563322,1295,1865
서울특별시 광진구 구의동  227-1,4.4552913,13.777905,-1,153
서울특별시 광진구 구의동  227-13,13.314204,17.134148,1298,1868
서울특별시 광진구 구의동  227-14,13.312093,17.172905,1298,1868
서울특별시 광진구 구의동  227-15,13.319761,17.174461,1298,1868
서울특별시 광진구 구의동  227-16,13.284334,17.2141,1298,1868
서울특별시 광진구 구의동  227-19,13.134294,17.382072,1296,1866
서울특별시 광진구 구의동  227-20,13.21895,17.297853,1297,1867
서울특별시 광진구 구의동  227-21,13.271328,17.770147,-1,543
서울특별시 광진구 구의동  227-22,13.277042,17.740751,-1,543
서울특별시 광진구 구의동  227-24,13.250588,17.304974,1297,1867
서울특별시 광진구 구의동  227-25,13.27388,17.270731,1297,1867
서울특별시 광진구 구의동  227-26,13.30257,17.234003,1298,1868
서울특별시 광진구 구의동  227-29,13.304531,17.209753,1298,1868
서울특별시 광진구 구의동  227-30,13.285098,17.224031,1298,1868
서울특별시 광진구 구의동  227-31,13.247393,17.290651,1297,1867
서울특별시 광진구 구의동  227-33,13.259904,17.341564,1297,1867
서울특별시 광진구 구의동  227-34,13.236322,17.33038,1297,1867
서울특별시 광진구 구의동  227-35,13.207931,17.288748,1297,1867
서울특별시 광진구 구의동  227-36,13.23854,17.289196,1297,1867
서울특별시 광진구 구의동  227-38,13.279294,17.227812,1298,1868
서울특별시 광진구 구의동  227-39,13.201641,17.325848,1297,1867
서울특별시 광진구 구의동  227-40,13.203926,17.331028,1297,1867
서울특별시 광진구 구의동  227-41,13.200707,17.356337,1297,1867
서울특별시 광진구 구의동  227-43,13.26305,17.709267,-1,543
서울특별시 광진구 구의동  227-6,13.273378,17.77755,-1,543
서울특별시 광진구 구의동  228-1,5.047447,14.0480175,-1,152
서울특별시 광진구 구의동  228-14,4.442596,13.771905,578,1158
서울특별시 광진구 구의동  228-16,4.4898186,13.8191,577,1157
서울특별시 광진구 구의동  228-17,4.438992,13.766103,578,1158
서울특별시 광진구 구의동  228-4,4.4366755,13.769196,578,1158
서울특별시 광진구 구의동  228-6,4.44078,13.773898,578,1158
서울특별시 광진구 구의동  228-9,4.449963,13.775368,-1,153
서울특별시 광진구 구의동  229-1,5.429271,13.994129,-1,152
서울특별시 광진구 구의동  229-10,5.131423,13.714837,574,1154
서울특별시 광진구 구의동  229-11,5.1744094,13.772439,573,1153
서울특별시 광진구 구의동  229-15,5.294667,13.916109,571,1151
서울특별시 광진구 구의동  229-17,5.2435346,13.856461,572,1152
서울특별시 광진구 구의동  229-18,5.23708,13.857901,572,1152
서울특별시 광진구 구의동  229-19,5.233293,13.844581,572,1152
서울특별시 광진구 구의동  229-2,5.290897,13.970494,-1,152
서울특별시 광진구 구의동  229-20,5.1570525,13.761061,573,1153
서울특별시 광진구 구의동  229-21,5.144125,13.711898,574,1154
서울특별시 광진구 구의동  229-22,5.230656,13.821474,572,1152
서울특별시 광진구 구의동  229-25,13.258715,17.843687,1300,1870
서울특별시 광진구 구의동  229-26,5.2924476,13.901407,571,1151
서울특별시 광진구 구의동  229-27,5.210686,13.801283,572,1152
서울특별시 광진구 구의동  229-28,5.3042026,13.903057,571,1151
서울특별시 광진구 구의동  229-30,5.165591,13.73868,-1,152
서울특별시 광진구 구의동  229-31,5.1356263,13.691557,574,1154
서울특별시 광진구 구의동  229-32,5.1793737,13.764567,573,1153
서울특별시 광진구 구의동  229-33,5.1371193,13.665875,-1,152
서울특별시 광진구 구의동  229-34,5.1173162,13.660691,-1,152
서울특별시 광진구 구의동  229-35,5.3100433,13.878508,571,1151
서울특별시 광진구 구의동  229-36,5.287212,13.930548,571,1151
서울특별시 광진구 구의동  229-37,5.1270733,13.837952,-1,152
서울특별시 광진구 구의동  229-39,5.2860093,13.947208,571,1151
서울특별시 광진구 구의동  229-40,5.2272186,13.89594,572,1152
서울특별시 광진구 구의동  229-41,5.1430564,13.871437,-1,152
서울특별시 광진구 구의동  229-42,5.0860963,13.85856,-1,152
서울특별시 광진구 구의동  229-43,5.3009057,13.932022,571,1151
서울특별시 광진구 구의동  229-45,5.2238293,13.941994,-1,152
서울특별시 광진구 구의동  229-5,5.1373787,13.901462,-1,152
서울특별시 광진구 구의동  229-7,5.2963533,13.965378,571,1151
서울특별시 광진구 구의동  229-8,5.155625,13.779171,573,1153
서울특별시 광진구 구의동  229-9,5.1402483,13.724657,574,1154
서울특별시 광진구 구의동  23-1,3.5110984,-3.7385654,-1,407
서울특별시 광진구 구의동  23-10,3.5546134,-3.7338676,-1,407
서울특별시 광진구 구의동  23-11,3.5368302,-3.735807,-1,407
서울특별시 광진구 구의동  23-12,3.545717,-3.7312639,869,1457
서울특별시 광진구 구의동  23-13,3.5437477,-3.7311962,869,1457
서울특별시 광진구 구의동  23-14,3.556556,-3.737174,-1,407
서울특별시 광진구 구의동  23-15,3.555592,-3.7226958,-1,407
서울특별시 광진구 구의동  23-16,3.5767272,-3.7431486,-1,407
서울특별시 광진구 구의동  23-17,3.5955276,-3.74439,870,1456
서울특별시 광진구 구의동  23-18,3.6192322,-3.746682,870,1456
서울특별시 광진구 구의동  23-19,0.73639613,-3.1266854,831,1405
서울특별시 광진구 구의동  23-2,0.89411926,-3.1253748,-1,390
서울특별시 광진구 구의동  23-21,1.160826,-3.3668888,824,1398
서울특별시 광진구 구의동  23-22,1.2151948,-3.3559828,824,1398
서울특별시 광진구 구의동  23-23,3.539506,-3.7268605,869,1457
서울특별시 광진구 구의동  23-25,3.5395477,-3.7230606,869,1457
서울특별시 광진구 구의동  23-26,3.548926,-3.7236683,-1,407
서울특별시 광진구 구의동  23-27,3.6073737,-3.7415934,870,1456
서울특별시 광진구 구의동  23-29,3.632855,-3.734526,-1,407
서울특별시 광진구 구의동  23-3,3.5098028,-3.7310326,-1,407
서울특별시 광진구 구의동  23-30,3.5952802,-3.7567089,870,1456
서울특별시 광진구 구의동  23-31,3.6106236,-3.7468283,870,1456
서울특별시 광진구 구의동  23-32,3.6784248,-3.7773433,-1,407
서울특별시 광진구 구의동  23-33,3.6715846,-3.7523036,-1,407
서울특별시 광진구 구의동  23-34,3.5974195,-3.7465923,870,1456
서울특별시 광진구 구의동  23-35,3.5873473,-3.750242,870,1456
서울특별시 광진구 구의동  23-36,1.0575635,-3.2783208,824,1398
서울특별시 광진구 구의동  23-37,0.7967023,-3.146621,831,1405
서울특별시 광진구 구의동  23-4,3.5457044,-3.7204945,-1,407
서울특별시 광진구 구의동  23-41,1.4437225,-3.425962,-1,395
서울특별시 광진구 구의동  23-42,1.2061491,-3.348847,824,1398
서울특별시 광진구 구의동  23-43,1.377517,-3.397519,-1,395
서울특별시 광진구 구의동  23-44,1.294038,-3.384615,824,1398
서울특별시 광진구 구의동  23-5,3.522097,-3.7003112,-1,407
서울특별시 광진구 구의동  23-7,3.5346603,-3.7114038,-1,407
서울특별시 광진구 구의동  23-8,3.5381536,-3.7224913,869,1457
서울특별시 광진구 구의동  23-9,3.548747,-3.730894,-1,407
서울특별시 광진구 구의동  230-1,5.1317406,13.705151,574,1154
서울특별시 광진구 구의동  230-12,5.1393285,13.705216,574,1154
서울특별시 광진구 구의동  230-13,5.1298995,13.70306,574,1154
서울특별시 광진구 구의동  230-15,5.1545057,13.727905,574,1154
서울특별시 광진구 구의동  230-17,5.1527996,13.728774,574,1154
서울특별시 광진구 구의동  230-18,5.2262936,13.823186,572,1152
서울특별시 광진구 구의동  230-19,5.2378783,13.872436,572,1152
서울특별시 광진구 구의동  230-20,5.1421905,13.700484,574,1154
서울특별시 광진구 구의동  230-21,5.1449537,13.706918,574,1154
서울특별시 광진구 구의동  230-23,5.140549,13.706188,574,1154
서울특별시 광진구 구의동  230-24,5.140763,13.703726,574,1154
서울특별시 광진구 구의동  230-25,5.179966,13.767723,573,1153
서울특별시 광진구 구의동  230-27,5.172141,13.761761,573,1153
서울특별시 광진구 구의동  230-29,12.855149,16.281702,1326,1896
서울특별시 광진구 구의동  230-30,12.856455,16.288801,1326,1896
서울특별시 광진구 구의동  230-31,12.822248,16.250057,1326,1896
서울특별시 광진구 구의동  230-32,5.218277,13.848433,572,1152
서울특별시 광진구 구의동  230-4,5.186639,13.659323,-1,152
서울특별시 광진구 구의동  230-6,5.13477,13.699556,574,1154
서울특별시 광진구 구의동  230-9,5.1600447,13.706306,574,1154
서울특별시 광진구 구의동  231-1,12.934912,16.366209,1324,1894
서울특별시 광진구 구의동  231-12,13.290065,17.511711,1299,1869
서울특별시 광진구 구의동  231-13,13.262884,17.531345,1299,1869
서울특별시 광진구 구의동  231-14,13.26243,17.573088,1299,1869
서울특별시 광진구 구의동  231-16,13.236,17.535374,1299,1869
서울특별시 광진구 구의동  231-17,13.257777,17.53204,1299,1869
서울특별시 광진구 구의동  231-18,13.327264,17.511806,1299,1869
서울특별시 광진구 구의동  231-2,12.978553,16.447,-1,550
서울특별시 광진구 구의동  231-22,13.089115,16.590214,-1,550
서울특별시 광진구 구의동  231-23,13.17442,16.800524,-1,550
서울특별시 광진구 구의동  231-26,13.08869,16.591518,-1,550
서울특별시 광진구 구의동  231-27,13.061783,16.550428,-1,550
서울특별시 광진구 구의동  231-29,13.029372,16.508804,-1,550
서울특별시 광진구 구의동  231-3,12.899677,16.350607,1325,1895
서울특별시 광진구 구의동  231-31,12.933016,16.374277,1324,1894
서울특별시 광진구 구의동  231-32,12.901856,16.359179,1325,1895
서울특별시 광진구 구의동  231-33,12.895762,16.374456,1325,1895
서울특별시 광진구 구의동  231-34,12.869949,16.348562,1325,1895
서울특별시 광진구 구의동  231-35,12.849705,16.379766,-1,550
서울특별시 광진구 구의동  231-37,12.80904,16.375591,-1,550
서울특별시 광진구 구의동  231-38,12.958613,16.425709,-1,550
서울특별시 광진구 구의동  231-4,12.898714,16.353382,1325,1895
서울특별시 광진구 구의동  231-42,12.936258,16.420597,-1,550
서울특별시 광진구 구의동  231-45,12.868912,16.370598,1325,1895
서울특별시 광진구 구의동  231-46,12.901077,16.380724,-1,550
서울특별시 광진구 구의동  231-47,12.918068,16.395096,-1,550
서울특별시 광진구 구의동  231-48,13.135348,16.711693,1323,1893
서울특별시 광진구 구의동  231-49,13.112664,16.661362,1323,1893
서울특별시 광진구 구의동  231-5,12.869029,16.350664,1325,1895
서울특별시 광진구 구의동  231-50,13.134848,16.678576,1323,1893
서울특별시 광진구 구의동  231-51,13.132445,16.679298,1323,1893
서울특별시 광진구 구의동  231-52,13.129611,16.66636,1323,1893
서울특별시 광진구 구의동  231-53,13.107636,16.660856,1323,1893
서울특별시 광진구 구의동  231-54,12.938472,16.380798,1324,1894
서울특별시 광진구 구의동  231-56,12.936054,16.377455,1324,1894
서울특별시 광진구 구의동  231-57,13.017233,16.491177,-1,550
서울특별시 광진구 구의동  231-58,13.171543,16.732178,1323,1893
서울특별시 광진구 구의동  231-59,13.124356,16.656736,1323,1893
서울특별시 광진구 구의동  231-60,13.125009,16.666813,1323,1893
서울특별시 광진구 구의동  231-62,12.933649,16.375704,1324,1894
