지번주소,UMAP1,UMAP2,OPTICS_cluster_all,OPTICS_cluster_without_noise
서울특별시 광진구 광장동  272-31,3.1918712,20.910273,-1,3
서울특별시 광진구 광장동  272-33,3.2166638,20.94127,-1,3
서울특별시 광진구 광장동  272-4,3.221633,20.803608,6,13
서울특별시 광진구 광장동  272-5,3.2204409,20.840782,7,14
서울특별시 광진구 광장동  272-6,3.2181816,20.991661,-1,3
서울특별시 광진구 광장동  275-1,3.3319194,21.18786,12,19
서울특별시 광진구 광장동  275-12,3.3188813,21.163754,11,18
서울특별시 광진구 광장동  276,3.3045342,21.10771,10,17
서울특별시 광진구 광장동  276-1,17.100685,14.2093935,1499,2075
서울특별시 광진구 광장동  276-10,17.101389,14.211104,1499,2075
서울특별시 광진구 광장동  276-11,17.105621,14.214329,1499,2075
서울특별시 광진구 광장동  276-14,3.2534227,20.957048,8,15
서울특별시 광진구 광장동  276-16,3.3278124,21.20608,-1,5
서울특별시 광진구 광장동  276-17,3.3334908,21.18913,12,19
서울특별시 광진구 광장동  276-18,3.3605409,21.222622,-1,5
서울특별시 광진구 광장동  276-19,3.328733,21.176004,12,19
서울특별시 광진구 광장동  276-2,17.108408,14.191564,1499,2075
서울특별시 광진구 광장동  276-23,3.2718532,21.023539,-1,4
서울특별시 광진구 광장동  276-29,17.09938,14.205756,1499,2075
서울특별시 광진구 광장동  276-30,17.10048,14.213952,1499,2075
서울특별시 광진구 광장동  276-32,3.2528718,20.925594,8,15
서울특별시 광진구 광장동  276-4,17.058588,14.191937,1499,2075
서울특별시 광진구 광장동  276-7,17.110527,14.221561,1499,2075
서울특별시 광진구 광장동  276-8,17.077873,14.223092,1499,2075
서울특별시 광진구 광장동  277-1,3.3002284,21.12614,10,17
서울특별시 광진구 광장동  277-11,3.2694552,20.795935,5,12
서울특별시 광진구 광장동  277-12,3.2923448,20.812248,5,12
서울특별시 광진구 광장동  280-1,3.287298,20.750412,5,12
서울특별시 광진구 광장동  281-4,3.2433498,20.952982,8,15
서울특별시 광진구 광장동  282-1,3.2220585,20.848286,7,14
서울특별시 광진구 광장동  285-1,3.278717,20.737907,5,12
서울특별시 광진구 광장동  285-11,3.1817553,20.906754,-1,3
서울특별시 광진구 광장동  285-12,3.205671,20.878113,-1,3
서울특별시 광진구 광장동  285-15,3.211876,20.815111,6,13
서울특별시 광진구 광장동  285-16,3.216777,20.820604,7,14
서울특별시 광진구 광장동  285-17,3.2192955,20.832006,7,14
서울특별시 광진구 광장동  285-19,3.22635,20.8013,6,13
서울특별시 광진구 광장동  285-29,3.2143276,20.853954,7,14
서울특별시 광진구 광장동  285-3,3.22331,20.838818,7,14
서울특별시 광진구 광장동  285-30,3.214105,20.835659,7,14
서울특별시 광진구 광장동  285-31,3.2280533,20.8046,6,13
서울특별시 광진구 광장동  285-4,3.216734,20.875734,-1,3
서울특별시 광진구 광장동  285-6,3.2118342,20.88136,-1,3
서울특별시 광진구 광장동  285-7,3.22275,20.801361,6,13
서울특별시 광진구 광장동  285-8,3.2344844,20.799772,6,13
서울특별시 광진구 광장동  287-1,3.0719876,19.012527,17,28
서울특별시 광진구 광장동  287-4,3.0308847,19.00818,18,29
서울특별시 광진구 광장동  287-5,-1.1885678,16.541538,1669,2248
서울특별시 광진구 광장동  288,-1.1854964,16.53737,1669,2248
서울특별시 광진구 광장동  288-1,3.014759,18.991755,18,29
서울특별시 광진구 광장동  288-16,-1.1670152,16.518717,-1,697
서울특별시 광진구 광장동  288-17,-1.1784614,16.529818,1668,2247
서울특별시 광진구 광장동  307-3,3.253566,20.726606,5,12
서울특별시 광진구 광장동  311,3.3766298,20.371819,3,10
서울특별시 광진구 광장동  313-3,3.3265898,21.17853,12,19
서울특별시 광진구 광장동  315,3.3303115,21.185875,12,19
서울특별시 광진구 광장동  315-2,3.3426833,21.214437,-1,5
서울특별시 광진구 광장동  315-3,3.3321998,21.186268,12,19
서울특별시 광진구 광장동  317-1,3.3145325,21.150997,11,18
서울특별시 광진구 광장동  318-6,3.3698413,20.380022,3,10
서울특별시 광진구 광장동  319-1,3.3768566,20.364279,3,10
서울특별시 광진구 광장동  319-33,3.365551,20.401043,3,10
서울특별시 광진구 광장동  320-15,3.3674304,21.096403,9,16
서울특별시 광진구 광장동  320-5,3.3694289,21.135118,9,16
서울특별시 광진구 광장동  320-6,3.36784,21.059048,9,16
서울특별시 광진구 광장동  320-8,3.372171,21.091413,9,16
서울특별시 광진구 광장동  322-10,3.3207414,21.06172,-1,4
서울특별시 광진구 광장동  322-14,3.3707924,21.10809,9,16
서울특별시 광진구 광장동  322-3,3.359128,21.10627,9,16
서울특별시 광진구 광장동  322-6,3.3563473,21.178663,-1,5
서울특별시 광진구 광장동  322-7,3.3181806,21.0955,10,17
서울특별시 광진구 광장동  322-8,3.3021069,21.155624,11,18
서울특별시 광진구 광장동  323-2,3.378746,21.0664,9,16
서울특별시 광진구 광장동  323-3,3.365571,21.04586,9,16
서울특별시 광진구 광장동  324-1,3.3317626,19.686445,-1,2
서울특별시 광진구 광장동  325-1,3.3657448,19.737223,14,25
서울특별시 광진구 광장동  325-4,3.351001,21.193527,-1,5
서울특별시 광진구 광장동  325-6,3.3714552,21.107729,9,16
서울특별시 광진구 광장동  326-11,3.309624,21.145067,11,18
서울특별시 광진구 광장동  326-13,3.320089,21.155231,11,18
서울특별시 광진구 광장동  326-15,3.2689204,21.00552,8,15
서울특별시 광진구 광장동  326-16,3.2641315,20.965815,8,15
서울특별시 광진구 광장동  326-6,3.319482,21.15362,11,18
서울특별시 광진구 광장동  326-7,3.3305664,21.18499,12,19
서울특별시 광진구 광장동  326-8,3.2993977,21.094337,10,17
서울특별시 광진구 광장동  326-9,3.3145566,21.149624,11,18
서울특별시 광진구 광장동  327-1,3.3220632,21.16216,11,18
서울특별시 광진구 광장동  329-1,3.3303282,21.183035,12,19
서울특별시 광진구 광장동  330-3,3.2912498,20.838781,5,12
서울특별시 광진구 광장동  330-8,3.2651465,20.976892,8,15
서울특별시 광진구 광장동  330-9,3.2903645,21.11426,10,17
서울특별시 광진구 광장동  331-1,3.3104935,20.765577,5,12
서울특별시 광진구 광장동  331-3,3.2805877,20.915794,8,15
서울특별시 광진구 광장동  332-1,3.3307562,20.571453,4,11
서울특별시 광진구 광장동  332-3,3.3387995,20.53563,4,11
서울특별시 광진구 광장동  332-5,3.3104515,20.737041,5,12
서울특별시 광진구 광장동  333,3.339849,20.58838,4,11
서울특별시 광진구 광장동  334-1,3.338944,20.52327,4,11
서울특별시 광진구 광장동  334-11,3.3297434,20.56894,4,11
서울특별시 광진구 광장동  334-12,3.311063,20.74713,5,12
서울특별시 광진구 광장동  334-14,3.3258603,20.585482,4,11
서울특별시 광진구 광장동  334-15,3.326197,20.580679,4,11
서울특별시 광진구 광장동  334-16,3.27628,20.80656,5,12
서울특별시 광진구 광장동  334-17,3.3090086,20.777496,5,12
서울특별시 광진구 광장동  334-2,3.345647,21.195059,12,19
서울특별시 광진구 광장동  336-1,3.3726504,21.122257,9,16
서울특별시 광진구 광장동  336-7,3.3670921,21.070217,9,16
서울특별시 광진구 광장동  337-1,3.3499358,20.561401,4,11
서울특별시 광진구 광장동  337-4,3.3371103,19.705532,-1,2
서울특별시 광진구 광장동  339-1,3.3573813,19.760256,14,25
서울특별시 광진구 광장동  339-17,3.3293417,19.739515,-1,2
서울특별시 광진구 광장동  339-3,3.3501153,19.797995,-1,2
서울특별시 광진구 광장동  339-7,3.3512392,19.7172,14,25
서울특별시 광진구 광장동  339-8,3.3310635,19.69525,-1,2
서울특별시 광진구 광장동  339-9,3.3594558,19.80466,-1,2
서울특별시 광진구 광장동  340-1,3.3795125,19.73472,14,25
서울특별시 광진구 광장동  340-10,3.3690813,20.292042,-1,1
서울특별시 광진구 광장동  340-11,3.4023442,20.255306,2,9
서울특별시 광진구 광장동  340-13,3.3877263,20.296085,-1,1
서울특별시 광진구 광장동  340-14,3.395619,20.271723,2,9
서울특별시 광진구 광장동  340-19,3.3999543,20.236404,1,8
서울특별시 광진구 광장동  340-2,3.3987646,20.264673,2,9
서울특별시 광진구 광장동  340-6,3.4002542,20.25672,2,9
서울특별시 광진구 광장동  341-1,3.4324641,20.211893,1,8
서울특별시 광진구 광장동  341-12,3.418853,20.23217,1,8
서울특별시 광진구 광장동  341-35,3.349091,19.716846,14,25
서울특별시 광진구 광장동  344,3.4019444,20.282291,2,9
서울특별시 광진구 광장동  350-1,17.08757,13.765656,1494,2070
서울특별시 광진구 광장동  350-2,17.118355,14.208735,1499,2075
서울특별시 광진구 광장동  350-3,17.111109,14.210861,1499,2075
서울특별시 광진구 광장동  350-4,17.131508,14.215533,1499,2075
서울특별시 광진구 광장동  350-8,17.098972,14.217018,1499,2075
서울특별시 광진구 광장동  353,3.6610022,19.780905,-1,2
서울특별시 광진구 광장동  355-1,17.368547,14.354386,1497,2073
서울특별시 광진구 광장동  355-2,17.367178,14.354053,1497,2073
서울특별시 광진구 광장동  356,17.3548,14.366644,-1,561
서울특별시 광진구 광장동  358-13,17.327776,14.317562,1496,2072
서울특별시 광진구 광장동  358-14,17.350237,14.336486,-1,561
서울특별시 광진구 광장동  358-15,17.364744,14.351917,1497,2073
서울특별시 광진구 광장동  358-17,17.358671,14.34449,1497,2073
서울특별시 광진구 광장동  358-18,17.320839,14.3029175,-1,561
서울특별시 광진구 광장동  358-19,17.276314,14.232834,1495,2071
서울특별시 광진구 광장동  369,16.735464,13.096501,1490,2066
서울특별시 광진구 광장동  370-5,17.239353,14.222926,1495,2071
서울특별시 광진구 광장동  372-1,17.244091,14.234086,1495,2071
서울특별시 광진구 광장동  372-3,17.25464,14.20981,1495,2071
서울특별시 광진구 광장동  376,17.076271,13.729687,1494,2070
서울특별시 광진구 광장동  376-1,17.287504,14.253587,1495,2071
서울특별시 광진구 광장동  376-17,17.299223,14.245714,1495,2071
서울특별시 광진구 광장동  376-19,17.196753,14.019206,1494,2070
서울특별시 광진구 광장동  376-2,17.336603,14.322667,1496,2072
서울특별시 광진구 광장동  376-20,17.236572,14.112882,-1,561
서울특별시 광진구 광장동  376-21,17.264738,14.181266,1495,2071
서울특별시 광진구 광장동  376-4,17.36442,14.351652,1497,2073
서울특별시 광진구 광장동  376-9,17.339237,14.323267,1496,2072
서울특별시 광진구 광장동  378-4,17.280733,14.169715,1495,2071
서울특별시 광진구 광장동  378-5,17.286438,14.1797695,1495,2071
서울특별시 광진구 광장동  378-6,17.316193,14.229036,1495,2071
서울특별시 광진구 광장동  378-8,17.381905,14.332917,1498,2074
서울특별시 광진구 광장동  378-9,17.384464,14.340926,1498,2074
서울특별시 광진구 광장동  379,17.066486,13.68362,1494,2070
서울특별시 광진구 광장동  381-21,16.695375,12.976791,1490,2066
서울특별시 광진구 광장동  381-25,16.743025,12.987077,1490,2066
서울특별시 광진구 광장동  381-30,16.766008,12.991921,1490,2066
서울특별시 광진구 광장동  381-32,16.690868,12.98496,1490,2066
서울특별시 광진구 광장동  381-8,16.694998,12.9909525,1490,2066
서울특별시 광진구 광장동  383,17.012074,13.554321,1494,2070
서울특별시 광진구 광장동  387-1,17.255081,14.107121,-1,561
서울특별시 광진구 광장동  388-1,17.16739,13.9123745,1494,2070
서울특별시 광진구 광장동  388-12,17.099785,13.763599,1494,2070
서울특별시 광진구 광장동  388-3,17.129671,13.8180275,1494,2070
서울특별시 광진구 광장동  388-4,17.11181,13.759306,1494,2070
서울특별시 광진구 광장동  388-7,17.097073,13.733021,1494,2070
서울특별시 광진구 광장동  388-8,17.118225,13.78048,1494,2070
서울특별시 광진구 광장동  389-1,2.9748278,18.961567,19,30
서울특별시 광진구 광장동  393,17.394253,14.358147,1498,2074
서울특별시 광진구 광장동  393-10,17.366047,14.348633,1497,2073
서울특별시 광진구 광장동  393-11,17.40566,14.353166,1498,2074
서울특별시 광진구 광장동  393-12,17.389793,14.356228,1498,2074
서울특별시 광진구 광장동  393-13,17.368298,14.348693,1497,2073
서울특별시 광진구 광장동  393-14,17.392609,14.3598,1498,2074
서울특별시 광진구 광장동  393-15,17.332436,14.297613,1496,2072
서울특별시 광진구 광장동  393-16,17.356878,14.336218,1497,2073
서울특별시 광진구 광장동  393-17,17.33325,14.307957,1496,2072
서울특별시 광진구 광장동  393-2,17.368486,14.349473,1497,2073
서울특별시 광진구 광장동  393-20,17.387491,14.358332,1498,2074
서울특별시 광진구 광장동  393-21,17.392046,14.361769,1498,2074
서울특별시 광진구 광장동  393-23,17.39194,14.353221,1498,2074
서울특별시 광진구 광장동  393-24,17.394262,14.360616,1498,2074
서울특별시 광진구 광장동  393-25,17.393381,14.360375,1498,2074
서울특별시 광진구 광장동  393-26,17.387688,14.35745,1498,2074
서울특별시 광진구 광장동  393-3,17.375008,14.324491,1498,2074
서울특별시 광진구 광장동  393-4,17.37655,14.330109,1498,2074
서울특별시 광진구 광장동  393-6,17.3854,14.346559,1498,2074
서울특별시 광진구 광장동  393-9,17.363398,14.343032,1497,2073
서울특별시 광진구 광장동  394-1,17.392918,14.360226,1498,2074
서울특별시 광진구 광장동  394-11,3.1132932,19.148958,16,27
서울특별시 광진구 광장동  394-12,3.1141794,19.151077,16,27
서울특별시 광진구 광장동  394-13,3.105718,19.130999,16,27
서울특별시 광진구 광장동  394-14,3.1085486,19.133722,16,27
서울특별시 광진구 광장동  394-15,3.1126182,19.144018,16,27
서울특별시 광진구 광장동  394-16,3.1102922,19.13703,16,27
서울특별시 광진구 광장동  394-18,3.1166983,19.147676,16,27
서울특별시 광진구 광장동  394-19,3.1062984,19.130285,16,27
서울특별시 광진구 광장동  394-21,3.0775402,19.086988,16,27
서울특별시 광진구 광장동  394-23,3.10527,19.127638,16,27
서울특별시 광진구 광장동  394-24,3.1060483,19.123182,16,27
서울특별시 광진구 광장동  394-3,18.39539,13.421568,1501,2077
서울특별시 광진구 광장동  394-9,3.1277525,19.158836,16,27
