지번주소,UMAP1,UMAP2,OPTICS_cluster_without_noise
서울특별시 광진구 광장동  272-15,9.052828,21.22654,1
서울특별시 광진구 광장동  272-16,9.071978,21.22517,1
서울특별시 광진구 광장동  272-19,9.0968,21.23575,1
서울특별시 광진구 광장동  272-21,9.059369,21.229443,1
서울특별시 광진구 광장동  272-31,8.930597,21.206429,1
서울특별시 광진구 광장동  272-4,9.103091,21.238926,1
서울특별시 광진구 광장동  272-5,9.055025,21.228521,1
서울특별시 광진구 광장동  272-9,8.79306,21.168293,2
서울특별시 광진구 광장동  275-1,8.752548,21.170856,2
서울특별시 광진구 광장동  276,8.828145,21.1585,2
서울특별시 광진구 광장동  276-1,10.462,17.622404,7
서울특별시 광진구 광장동  276-10,10.4655905,17.622011,7
서울특별시 광진구 광장동  276-11,10.463126,17.623213,7
서울특별시 광진구 광장동  276-16,8.757111,21.166294,2
서울특별시 광진구 광장동  276-17,8.751771,21.166996,2
서울특별시 광진구 광장동  276-2,10.475783,17.613699,7
서울특별시 광진구 광장동  276-23,8.844985,21.136915,2
서울특별시 광진구 광장동  276-29,10.4546585,17.613539,7
서울특별시 광진구 광장동  276-30,10.461856,17.626383,7
서울특별시 광진구 광장동  276-4,10.449865,17.616405,7
서울특별시 광진구 광장동  276-7,10.460705,17.630848,7
서울특별시 광진구 광장동  276-8,10.460463,17.625149,7
서울특별시 광진구 광장동  277-1,8.784682,21.16703,2
서울특별시 광진구 광장동  277-11,9.07732,21.161877,1
서울특별시 광진구 광장동  277-12,9.062285,21.114355,1
서울특별시 광진구 광장동  280-1,9.0746565,21.115835,1
서울특별시 광진구 광장동  280-3,9.081971,21.22452,1
서울특별시 광진구 광장동  281-4,8.928674,21.186258,1
서울특별시 광진구 광장동  282-1,9.059957,21.231281,1
서울특별시 광진구 광장동  285-14,9.095037,21.246967,1
서울특별시 광진구 광장동  285-15,9.099031,21.238205,1
서울특별시 광진구 광장동  285-17,9.070414,21.241894,1
서울특별시 광진구 광장동  285-31,9.093383,21.246012,1
서울특별시 광진구 광장동  285-4,9.033077,21.226461,1
서울특별시 광진구 광장동  285-7,9.106369,21.240547,1
서울특별시 광진구 광장동  285-8,9.092465,21.22032,1
서울특별시 광진구 광장동  287-1,10.610791,20.075863,3
서울특별시 광진구 광장동  287-4,10.621358,20.06857,3
서울특별시 광진구 광장동  287-5,-0.6472012,17.227566,335
서울특별시 광진구 광장동  288,-0.6139392,17.193865,335
서울특별시 광진구 광장동  288-1,10.614058,20.07824,3
서울특별시 광진구 광장동  288-17,-0.60198724,17.181686,335
서울특별시 광진구 광장동  313-3,8.759678,21.169056,2
서울특별시 광진구 광장동  315,8.752449,21.167164,2
서울특별시 광진구 광장동  315-2,8.749486,21.168879,2
서울특별시 광진구 광장동  315-3,8.7543335,21.169828,2
서울특별시 광진구 광장동  320-8,8.8244705,21.071901,2
서울특별시 광진구 광장동  322-10,8.86344,21.131386,2
서울특별시 광진구 광장동  322-14,8.830517,21.063578,2
서울특별시 광진구 광장동  322-3,8.836156,21.075085,2
서울특별시 광진구 광장동  322-4,8.797052,21.085915,2
서울특별시 광진구 광장동  322-7,8.840301,21.132198,2
서울특별시 광진구 광장동  323-7,9.014962,21.066393,1
서울특별시 광진구 광장동  325-1,9.857739,20.577728,0
서울특별시 광진구 광장동  325-6,8.807391,21.057793,2
서울특별시 광진구 광장동  326-11,8.78211,21.165451,2
서울특별시 광진구 광장동  326-13,8.774821,21.166948,2
서울특별시 광진구 광장동  326-15,8.901753,21.160341,2
서울특별시 광진구 광장동  326-16,8.906925,21.179695,2
서울특별시 광진구 광장동  326-6,8.778219,21.155746,2
서울특별시 광진구 광장동  326-7,8.779501,21.154434,2
서울특별시 광진구 광장동  326-8,8.83586,21.160995,2
서울특별시 광진구 광장동  326-9,8.779473,21.159224,2
서울특별시 광진구 광장동  327-1,8.777266,21.148394,2
서울특별시 광진구 광장동  329-1,8.755606,21.169641,2
서울특별시 광진구 광장동  330-3,9.03168,21.11677,1
서울특별시 광진구 광장동  330-8,8.926947,21.155657,1
서울특별시 광진구 광장동  330-9,8.778457,21.160048,2
서울특별시 광진구 광장동  331-1,9.08868,21.082327,1
서울특별시 광진구 광장동  332-5,9.12739,21.068966,1
서울특별시 광진구 광장동  332-9,9.14495,21.064646,1
서울특별시 광진구 광장동  334-1,9.303682,20.959824,0
서울특별시 광진구 광장동  334-12,9.108823,21.074966,1
서울특별시 광진구 광장동  334-16,9.116701,21.08261,1
서울특별시 광진구 광장동  334-17,9.080825,21.086819,1
서울특별시 광진구 광장동  336-1,8.813315,21.070719,2
서울특별시 광진구 광장동  337-4,9.894205,20.562296,0
서울특별시 광진구 광장동  339-1,9.84355,20.592949,0
서울특별시 광진구 광장동  339-17,9.851035,20.58856,0
서울특별시 광진구 광장동  339-3,9.81479,20.611042,0
서울특별시 광진구 광장동  339-7,9.87397,20.572485,0
서울특별시 광진구 광장동  339-9,9.819855,20.606892,0
서울특별시 광진구 광장동  340-1,9.854454,20.57944,0
서울특별시 광진구 광장동  340-11,9.516914,20.773542,0
서울특별시 광진구 광장동  340-14,9.5013685,20.790998,0
서울특별시 광진구 광장동  340-2,9.504389,20.787811,0
서울특별시 광진구 광장동  341-12,9.503851,20.789793,0
서울특별시 광진구 광장동  341-35,9.857231,20.580564,0
서울특별시 광진구 광장동  350-2,10.492406,17.610027,7
서울특별시 광진구 광장동  350-3,10.464128,17.635674,7
서울특별시 광진구 광장동  350-4,10.460958,17.642258,7
서울특별시 광진구 광장동  350-8,10.452838,17.63527,7
서울특별시 광진구 광장동  353,9.638333,20.588644,0
서울특별시 광진구 광장동  355-1,10.336579,17.815025,7
서울특별시 광진구 광장동  355-2,10.340804,17.817022,7
서울특별시 광진구 광장동  356,10.379402,17.792887,7
서울특별시 광진구 광장동  358-13,10.386846,17.789387,7
서울특별시 광진구 광장동  358-15,10.308002,17.848055,7
서울특별시 광진구 광장동  369,10.924066,17.020405,8
서울특별시 광진구 광장동  376-21,10.492025,17.715328,7
서울특별시 광진구 광장동  376-4,10.343822,17.813112,7
서울특별시 광진구 광장동  376-9,10.384307,17.795664,7
서울특별시 광진구 광장동  378-4,10.466358,17.709656,7
서울특별시 광진구 광장동  378-8,10.336863,17.818882,7
서울특별시 광진구 광장동  381-25,11.113368,16.866152,8
서울특별시 광진구 광장동  387-1,10.5026245,17.669521,7
서울특별시 광진구 광장동  389-1,10.555764,20.135395,3
서울특별시 광진구 광장동  393-10,10.350602,17.81347,7
서울특별시 광진구 광장동  393-11,10.298205,17.858604,7
서울특별시 광진구 광장동  393-12,10.309385,17.842306,7
서울특별시 광진구 광장동  393-13,10.347169,17.813467,7
서울특별시 광진구 광장동  393-14,10.33014,17.824955,7
서울특별시 광진구 광장동  393-15,10.386452,17.782726,7
서울특별시 광진구 광장동  393-17,10.368524,17.795637,7
서울특별시 광진구 광장동  393-2,10.3455,17.816322,7
서울특별시 광진구 광장동  393-20,10.296856,17.86066,7
서울특별시 광진구 광장동  393-24,10.304884,17.849295,7
서울특별시 광진구 광장동  393-25,10.301474,17.853807,7
서울특별시 광진구 광장동  393-26,10.301649,17.855555,7
서울특별시 광진구 광장동  393-3,10.34304,17.813856,7
서울특별시 광진구 광장동  393-4,10.338585,17.81823,7
서울특별시 광진구 광장동  393-9,10.351631,17.81325,7
서울특별시 광진구 광장동  394-1,10.310961,17.844269,7
서울특별시 광진구 광장동  394-13,10.510061,20.144999,3
서울특별시 광진구 광장동  394-14,10.50776,20.14769,3
서울특별시 광진구 광장동  394-15,10.490828,20.158226,3
서울특별시 광진구 광장동  394-16,10.50653,20.14716,3
서울특별시 광진구 광장동  394-18,10.48673,20.166687,3
서울특별시 광진구 광장동  394-19,10.513423,20.142733,3
서울특별시 광진구 광장동  394-21,10.543183,20.123652,3
서울특별시 광진구 광장동  394-23,10.522225,20.136135,3
서울특별시 광진구 광장동  394-24,10.525338,20.131596,3
서울특별시 광진구 광장동  394-3,10.868382,19.851147,4
서울특별시 광진구 광장동  394-5,10.630942,20.042376,3
서울특별시 광진구 광장동  394-9,10.500085,20.149666,3
서울특별시 광진구 광장동  396-17,10.780137,19.92159,4
서울특별시 광진구 광장동  396-4,10.79252,19.914663,4
서울특별시 광진구 광장동  396-6,10.782956,19.924782,4
서울특별시 광진구 광장동  396-7,10.769103,19.93587,4
서울특별시 광진구 광장동  413-11,12.965084,18.670485,34
서울특별시 광진구 광장동  413-12,12.959436,18.669687,34
서울특별시 광진구 광장동  413-13,12.959893,18.670797,34
서울특별시 광진구 광장동  413-14,12.961845,18.67141,34
서울특별시 광진구 광장동  413-15,12.9576845,18.669188,34
서울특별시 광진구 광장동  413-16,12.958495,18.670385,34
서울특별시 광진구 광장동  413-18,12.956527,18.669706,34
서울특별시 광진구 광장동  413-19,12.955619,18.67065,34
서울특별시 광진구 광장동  413-20,12.95745,18.669855,34
서울특별시 광진구 광장동  413-29,12.960539,18.671936,34
서울특별시 광진구 광장동  425-2,12.953671,18.670307,34
서울특별시 광진구 광장동  453-1,17.446308,18.033434,343
서울특별시 광진구 광장동  453-8,12.961048,18.668505,34
서울특별시 광진구 광장동  457-17,12.964824,18.668093,34
서울특별시 광진구 광장동  457-24,12.964725,18.669712,34
서울특별시 광진구 광장동  457-25,12.960138,18.668835,34
서울특별시 광진구 광장동  457-3,12.958774,18.666864,34
서울특별시 광진구 광장동  458-1,12.956071,18.669867,34
서울특별시 광진구 광장동  463-3,17.457607,17.949764,343
서울특별시 광진구 광장동  470-3,2.8421476,8.107018,141
서울특별시 광진구 광장동  471-1,2.790148,8.059851,141
서울특별시 광진구 광장동  471-6,2.8985882,8.30683,141
서울특별시 광진구 광장동  472-1,2.8358314,8.108723,141
서울특별시 광진구 광장동  5-117,10.903742,17.0447,8
서울특별시 광진구 광장동  512-5,2.9004943,8.2542715,141
서울특별시 광진구 광장동  520,12.957388,18.670311,34
서울특별시 광진구 광장동  530-13,10.256358,7.538847,214
서울특별시 광진구 광장동  530-24,10.256296,7.531748,214
서울특별시 광진구 광장동  530-25,10.269567,7.5323987,214
서울특별시 광진구 광장동  530-43,10.248161,7.526728,214
서울특별시 광진구 광장동  530-61,10.25973,7.5319314,214
서울특별시 광진구 광장동  554,12.960987,18.670374,34
서울특별시 광진구 광장동  554-11,12.965634,18.66949,34
서울특별시 광진구 광장동  554-15,12.956391,18.66952,34
서울특별시 광진구 광장동  561,12.968289,18.667141,34
서울특별시 광진구 광장동  561-12,12.966271,18.668737,34
서울특별시 광진구 광장동  565,17.45884,17.954643,343
서울특별시 광진구 광장동  566,21.419144,7.2075324,331
서울특별시 광진구 광장동  567,15.429182,16.912575,16
서울특별시 광진구 광장동  569,17.451397,17.938038,343
서울특별시 광진구 광장동  570,17.471096,17.95294,343
서울특별시 광진구 광장동  571-1,10.25192,7.5301933,214
서울특별시 광진구 광장동  576,17.458921,17.932909,343
서울특별시 광진구 광장동  577,21.539862,12.227891,38
서울특별시 광진구 광장동  578,4.101218,14.353892,218
서울특별시 광진구 광장동  581,2.9544952,8.3890915,140
서울특별시 광진구 광장동  582,17.451925,17.93267,343
서울특별시 광진구 구의동  132-1,3.35198,10.073755,132
서울특별시 광진구 구의동  143-1,15.083227,-6.121078,328
서울특별시 광진구 구의동  143-11,14.994726,-6.15335,328
서울특별시 광진구 구의동  143-3,15.318117,-6.0595975,328
서울특별시 광진구 구의동  143-4,15.296365,-6.077131,328
서울특별시 광진구 구의동  143-6,15.339302,-6.0882688,328
서울특별시 광진구 구의동  143-7,15.031363,-6.1626806,328
서울특별시 광진구 구의동  143-8,15.070377,-6.15658,328
서울특별시 광진구 구의동  143-9,15.00813,-6.158417,328
서울특별시 광진구 구의동  16-1,0.29286957,3.6326573,312
서울특별시 광진구 구의동  16-10,0.26066214,3.6001863,312
서울특별시 광진구 구의동  16-13,0.35480377,3.67848,312
서울특별시 광진구 구의동  16-18,15.365385,-6.139178,328
서울특별시 광진구 구의동  16-4,15.389975,-6.1743236,328
서울특별시 광진구 구의동  16-6,15.364087,-6.149202,328
서울특별시 광진구 구의동  16-8,15.774228,-6.2302155,325
서울특별시 광진구 구의동  16-9,15.814901,-6.259194,325
서울특별시 광진구 구의동  164-2,12.965342,18.669138,34
서울특별시 광진구 구의동  17-1,0.2964989,3.6221,312
서울특별시 광진구 구의동  17-2,0.29172125,3.6142695,312
서울특별시 광진구 구의동  198-1,-1.6385845,4.722794,330
서울특별시 광진구 구의동  198-3,-1.6518742,4.710211,330
서울특별시 광진구 구의동  198-4,-1.63871,4.7257934,330
서울특별시 광진구 구의동  199-1,-1.6123942,4.741992,330
서울특별시 광진구 구의동  199-10,-1.640614,4.7188864,330
서울특별시 광진구 구의동  199-14,-1.6400466,4.7186446,330
서울특별시 광진구 구의동  199-15,-1.6081868,4.7528133,330
서울특별시 광진구 구의동  199-2,-1.633071,4.7262273,330
서울특별시 광진구 구의동  199-5,-1.648617,4.7049294,330
서울특별시 광진구 구의동  199-6,-1.6417172,4.717178,330
서울특별시 광진구 구의동  199-8,-1.6432142,4.7161703,330
서울특별시 광진구 구의동  199-96,-1.6249858,4.7382584,330
서울특별시 광진구 구의동  20-1,15.047045,-6.141645,328
서울특별시 광진구 구의동  20-2,14.963974,-6.1547904,328
서울특별시 광진구 구의동  200-1,-1.5797801,4.805295,330
서울특별시 광진구 구의동  200-12,-1.5613735,4.8616753,330
서울특별시 광진구 구의동  200-13,-1.5336866,4.847935,330
서울특별시 광진구 구의동  200-14,-1.5326884,4.8528395,330
서울특별시 광진구 구의동  200-15,-1.5682601,4.800172,330
서울특별시 광진구 구의동  200-16,-1.5357023,4.8546524,330
서울특별시 광진구 구의동  200-17,-1.5425926,4.8454413,330
서울특별시 광진구 구의동  200-18,-1.5711888,4.816006,330
서울특별시 광진구 구의동  200-19,-1.5818639,4.8163166,330
서울특별시 광진구 구의동  200-2,-1.5841651,4.8002596,330
서울특별시 광진구 구의동  200-20,-1.6182462,4.76517,330
서울특별시 광진구 구의동  200-4,-1.5814097,4.8062415,330
서울특별시 광진구 구의동  200-5,-1.5629315,4.827829,330
서울특별시 광진구 구의동  200-6,-1.5573894,4.8326426,330
서울특별시 광진구 구의동  200-7,-1.5275054,4.8619447,330
서울특별시 광진구 구의동  201-12,6.842873,18.546,188
서울특별시 광진구 구의동  201-13,6.8363395,18.540947,188
서울특별시 광진구 구의동  201-14,6.8441353,18.541357,188
서울특별시 광진구 구의동  201-18,6.724398,18.472988,188
서울특별시 광진구 구의동  201-19,6.809888,18.503796,188
서울특별시 광진구 구의동  201-21,6.8421197,18.521753,188
서울특별시 광진구 구의동  201-22,6.845801,18.535563,188
서울특별시 광진구 구의동  201-26,-1.6035107,4.7109303,330
서울특별시 광진구 구의동  201-3,-1.613391,4.735878,330
서울특별시 광진구 구의동  201-4,-1.6219639,4.728586,330
서울특별시 광진구 구의동  201-5,-1.5780244,4.776184,330
서울특별시 광진구 구의동  201-8,-1.5750903,4.8061023,330
서울특별시 광진구 구의동  202-1,2.8285897,8.089273,141
서울특별시 광진구 구의동  202-10,2.8166656,8.084775,141
서울특별시 광진구 구의동  202-12,2.8084617,8.072126,141
서울특별시 광진구 구의동  202-14,2.8089008,8.069155,141
서울특별시 광진구 구의동  202-15,2.8023293,8.064588,141
서울특별시 광진구 구의동  202-16,2.6767683,7.7873898,141
서울특별시 광진구 구의동  202-18,2.8058636,8.067828,141
서울특별시 광진구 구의동  202-2,2.815464,8.072982,141
서울특별시 광진구 구의동  202-21,2.8073819,8.070346,141
서울특별시 광진구 구의동  202-22,2.810761,8.0640545,141
서울특별시 광진구 구의동  202-25,2.8040667,8.064243,141
서울특별시 광진구 구의동  202-26,2.8075159,8.070207,141
서울특별시 광진구 구의동  202-27,2.9199386,8.233787,141
서울특별시 광진구 구의동  202-28,2.8083544,8.0651455,141
서울특별시 광진구 구의동  202-3,2.844062,8.104624,141
서울특별시 광진구 구의동  202-30,2.8074238,8.069376,141
서울특별시 광진구 구의동  202-31,2.8078027,8.074017,141
서울특별시 광진구 구의동  202-4,2.8646688,8.120596,141
서울특별시 광진구 구의동  202-5,2.9287264,8.335229,141
서울특별시 광진구 구의동  202-8,2.814777,8.08139,141
서울특별시 광진구 구의동  202-9,2.8117096,8.075773,141
서울특별시 광진구 구의동  203-12,10.240096,7.5472436,214
서울특별시 광진구 구의동  203-13,10.24583,7.5538116,214
서울특별시 광진구 구의동  203-14,10.242743,7.5595922,214
서울특별시 광진구 구의동  203-15,10.247085,7.5545073,214
서울특별시 광진구 구의동  203-17,10.243605,7.554207,214
서울특별시 광진구 구의동  203-18,10.246743,7.5446653,214
서울특별시 광진구 구의동  203-19,10.245966,7.550368,214
서울특별시 광진구 구의동  203-21,10.256334,7.5442505,214
서울특별시 광진구 구의동  203-23,10.265635,7.539641,214
서울특별시 광진구 구의동  203-24,10.244451,7.5489306,214
서울특별시 광진구 구의동  203-26,10.262855,7.540664,214
서울특별시 광진구 구의동  203-27,2.865826,9.134313,140
서울특별시 광진구 구의동  203-30,10.256292,7.538675,214
서울특별시 광진구 구의동  203-31,10.258403,7.5387254,214
서울특별시 광진구 구의동  203-33,10.24619,7.5563283,214
서울특별시 광진구 구의동  203-5,10.2533245,7.55228,214
서울특별시 광진구 구의동  203-6,10.247395,7.5584846,214
서울특별시 광진구 구의동  203-7,10.246778,7.555064,214
서울특별시 광진구 구의동  205-11,2.6760163,7.787007,141
서울특별시 광진구 구의동  205-13,2.6794505,7.7905946,141
서울특별시 광진구 구의동  205-15,2.6790369,7.790624,141
서울특별시 광진구 구의동  205-16,2.671292,7.783824,141
서울특별시 광진구 구의동  205-18,2.690019,7.8115754,141
서울특별시 광진구 구의동  205-3,2.6805775,7.7921677,141
서울특별시 광진구 구의동  205-4,2.696485,7.835083,141
서울특별시 광진구 구의동  205-5,2.6775417,7.789373,141
서울특별시 광진구 구의동  205-6,2.7943094,8.042052,141
서울특별시 광진구 구의동  206-10,6.846202,18.52856,188
서울특별시 광진구 구의동  206-11,6.849965,18.529776,188
서울특별시 광진구 구의동  206-12,6.817908,18.496838,188
서울특별시 광진구 구의동  206-13,6.827977,18.51038,188
서울특별시 광진구 구의동  206-15,6.8406034,18.540234,188
서울특별시 광진구 구의동  206-18,6.7784023,18.508442,188
서울특별시 광진구 구의동  206-20,6.7969813,18.50435,188
서울특별시 광진구 구의동  206-24,6.734555,18.485756,188
서울특별시 광진구 구의동  206-25,6.739831,18.48819,188
서울특별시 광진구 구의동  206-38,6.8417034,18.532814,188
서울특별시 광진구 구의동  206-39,6.823441,18.500648,188
서울특별시 광진구 구의동  206-41,6.813965,18.486013,188
서울특별시 광진구 구의동  206-43,6.80978,18.485,188
서울특별시 광진구 구의동  206-45,6.736992,18.484652,188
서울특별시 광진구 구의동  206-7,6.7612123,18.494371,188
서울특별시 광진구 구의동  207-1,6.0705843,17.867952,183
서울특별시 광진구 구의동  207-10,5.8998637,17.773417,183
서울특별시 광진구 구의동  207-14,6.08509,17.92029,183
서울특별시 광진구 구의동  207-15,6.0327864,17.92453,183
서울특별시 광진구 구의동  207-2,6.027002,17.872866,183
서울특별시 광진구 구의동  207-20,6.1534123,17.864882,183
서울특별시 광진구 구의동  207-21,6.2382603,17.84111,183
서울특별시 광진구 구의동  207-22,6.096242,17.818863,183
서울특별시 광진구 구의동  207-24,6.13894,17.941422,183
서울특별시 광진구 구의동  207-26,5.9769874,17.830812,183
서울특별시 광진구 구의동  207-27,5.9888544,17.894104,183
서울특별시 광진구 구의동  207-28,5.995579,17.891277,183
